,conc_label_wx,conc_label_utf,conc_in_eng,mrs_conc
38157,pracaNda_9,प्रचण्ड_9,intense_6,_intense_a_1
38158,ugra_18,उग्र_18,intense_7,_intense_a_1
38159,wejZa_13,तेज़_13,intense_8,_intense_a_1
38160,weja_26,तेज_26,intense_9,_intense_a_1
38161,wIkRNa_27,तीक्ष्ण_27,intense_10,_intense_a_1
38162,kadZA_20,कड़ा_20,intense_11,_intense_a_1
38163,uccaMda_1,उच्चंड_1,intense_12,_intense_a_1
38164,uccaNda_1,उच्चण्ड_1,intense_13,_intense_a_1
38165,kadZAke+kA_1,कड़ाके+का_1,intense_14,_intense_a_1
38166,hekadZa_1,हेकड़_1,intense_15,_intense_a_1
38167,amaMxa_4,अमंद_4,intense_16,_intense_a_1
38168,amanxa_2,अमन्द_2,intense_17,_intense_a_1
38169,xurxama_6,दुर्दम_6,intense_18,_intense_a_1
38170,vqRNi_7,वृष्णि_7,intense_19,_intense_a_1
38171,ApAyawa_1,आपायत_1,intense_20,_intense_a_1
38172,iRiwa_2,इषित_2,intense_21,_intense_a_1
38173,uwpAxana+karwA_1,उत्पादन+कर्ता_1,producer_3,_producer_n_of
38174,BAvaka_6,भावक_6,productive_5,_productive_a_of
38175,Avaha_1,आवह_1,productive_6,_productive_a_of
38176,uwpAxana+kRamawA_1,उत्पादन+क्षमता_1,productivity_3,_productivity_n_1
38177,prOYdakSana_1,प्रॉडक्शन_1,production_9,_production_n_of
38178,awyAcAra_7,अत्याचार_7,harassment_2,_harassment/NN_u_unknown
38179,wAdZana_11,ताड़न_11,harassment_3,_harassment/NN_u_unknown
38180,wAdZanA_10,ताड़ना_10,harassment_4,_harassment/NN_u_unknown
38181,prawAdZanA_10,प्रताड़ना_10,harassment_5,_harassment/NN_u_unknown
38182,prawAdZana_11,प्रताड़न_11,harassment_6,_harassment/NN_u_unknown
38183,pIdZana_9,पीड़न_9,harassment_7,_harassment/NN_u_unknown
38184,arxana_2,अर्दन_2,harassment_8,_harassment/NN_u_unknown
38185,xalana_7,दलन_7,harassment_9,_harassment/NN_u_unknown
38186,pramAWa_4,प्रमाथ_4,harassment_10,_harassment/NN_u_unknown
38187,avaGAwa_3,अवघात_3,harassment_11,_harassment/NN_u_unknown
38188,avamarxana_1,अवमर्दन_1,harassment_12,_harassment/NN_u_unknown
38189,pramaWana_2,प्रमथन_2,harassment_13,_harassment/NN_u_unknown
38190,uwsAhavarxXaka_1,उत्साहवर्द्धक_1,encouraging_6,_encourage_v_1
38191,uwsAhavarxXaka_2,उत्साहवर्द्धक_2,encouraging_7,nominalization
38192,uwsAhiwa_2,उत्साहित_2,enthusiastic_2,_enthusiastic_a_1
38193,uwsAhayukwa_1,उत्साहयुक्त_1,enthusiastic_3,_enthusiastic_a_1
38194,hOsalevAlA_1,हौसलेवाला_1,enthusiastic_4,_enthusiastic_a_1
38195,saragarama_1,सरगरम_1,enthusiastic_5,_enthusiastic_a_1
38196,uCAhI_1,उछाही_1,enthusiastic_6,_enthusiastic_a_1
38197,aXyAvasAyI_1,अध्यावसायी_1,enthusiastic_7,_enthusiastic_a_1
38198,anivarwI_2,अनिवर्ती_2,enthusiastic_8,_enthusiastic_a_1
38199,Sawamanyu_2,शतमन्यु_2,enthusiastic_9,_enthusiastic_a_1
38200,pragalBa_21,प्रगल्भ_21,enthusiastic_10,_enthusiastic_a_1
38201,wyAga_22,त्याग_22,emission_1,_emission_n_of
38202,Awura_7,आतुर_7,eager_6,_eager_a_1
38203,uwAvalA_5,उतावला_5,eager_7,_eager_a_1
38204,uwwara+xiSA_1,उत्तर+दिशा_1,north_2,_north_n_1
38205,uxIcI_1,उदीची_1,north_3,_north_n_1
38206,SimAla_1,शिमाल_1,north_4,_north_n_1
38207,wiryagxiS_2,तिर्यग्दिश्_2,north_5,_north_n_1
38208,bAxa_17,बाद_17,later_15,comp
38209,paScAw_4,पश्चात्_4,later_16,comp
38210,uparAMwa_2,उपरांत_2,later_17,comp
38211,anaMwara_10,अनंतर_10,later_18,comp
38212,paScAwa_2,पश्चात_2,later_19,comp
38213,uparAnwa_2,उपरान्त_2,later_20,comp
38214,ananwara_5,अनन्तर_5,later_21,comp
38215,aWa_7,अथ_7,later_22,comp
38216,anupaxa_3,अनुपद_3,later_23,comp
38217,anvakRa_6,अन्वक्ष_6,later_24,comp
38218,pICU_5,पीछू_5,later_25,comp
38219,bAxa_18,बाद_18,later_26,_late_a_for
38220,paScAw_5,पश्चात्_5,later_27,_late_a_for
38221,uparAMwa_3,उपरांत_3,later_28,_late_a_for
38222,anaMwara_11,अनंतर_11,later_29,_late_a_for
38223,paScAwa_3,पश्चात_3,later_30,_late_a_for
38224,uparAnwa_3,उपरान्त_3,later_31,_late_a_for
38225,ananwara_6,अनन्तर_6,later_32,_late_a_for
38226,aWa_8,अथ_8,later_33,_late_a_for
38227,anupaxa_4,अनुपद_4,later_34,_late_a_for
38228,anvakRa_7,अन्वक्ष_7,later_35,_late_a_for
38229,pICU_6,पीछू_6,later_36,_late_a_for
38230,uwwarajIvaka_1,उत्तरजीवक_1,survivor_1,_survivor_n_1
38231,uwwara+kAlIna_1,उत्तर+कालीन_1,subsequent_4,_subsequent_a_1
38232,vArisa_7,वारिस_7,inheritor_1,_inheritor/NN_u_unknown
38233,uwwara_23,उत्तर_23,northern_1,_northern_a_1
38234,uwarahA_1,उतरहा_1,northern_2,_northern_a_1
38235,BadZakAU_3,भड़काऊ_3,exciting_13,_exciting_a_1
38236,BadZakaxAra_3,भड़कदार_3,exciting_14,_exciting_a_1
38237,ukasAU_1,उकसाऊ_1,exciting_15,_exciting_a_1
38238,saMxIpana_6,संदीपन_6,exciting_16,_exciting_a_1
38239,sanxIpana_1,सन्दीपन_1,exciting_17,_exciting_a_1
38240,BadZakAU_4,भड़काऊ_4,exciting_18,_excite_v_1
38241,BadZakaxAra_4,भड़कदार_4,exciting_19,_excite_v_1
38242,ukasAU_2,उकसाऊ_2,exciting_20,_excite_v_1
38243,saMxIpana_7,संदीपन_7,exciting_21,_excite_v_1
38244,sanxIpana_2,सन्दीपन_2,exciting_22,_excite_v_1
38245,BadZakAU_5,भड़काऊ_5,exciting_23,nominalization
38246,BadZakaxAra_5,भड़कदार_5,exciting_24,nominalization
38247,ukasAU_3,उकसाऊ_3,exciting_25,nominalization
38248,saMxIpana_8,संदीपन_8,exciting_26,nominalization
38249,sanxIpana_3,सन्दीपन_3,exciting_27,nominalization
38250,gaganacuMbI_3,गगनचुंबी_3,lofty_2,_lofty_a_1
38251,gaganaBexI_1,गगनभेदी_1,lofty_3,_lofty_a_1
38252,AkASaBexI_1,आकाशभेदी_1,lofty_4,_lofty_a_1
38253,gaganasparSI_3,गगनस्पर्शी_3,lofty_5,_lofty_a_1
38254,AsamAna-KoMcA_1,आसमान-खोंचा_1,lofty_6,_lofty_a_1
38255,AsamAna+KoMcA_1,आसमान+खोंचा_1,lofty_7,_lofty_a_1
38256,jalamArjAra_1,जलमार्जार_1,otter_1,_otter_n_1
38257,Uxa-bilAva_1,ऊद-बिलाव_1,otter_2,_otter_n_1
38258,jala-nakula_1,जल-नकुल_1,otter_3,_otter_n_1
38259,Uxa_2,ऊद_2,otter_4,_otter_n_1
38260,aMbukeSI_1,अंबुकेशी_1,otter_5,_otter_n_1
38261,ambukeSI_1,अम्बुकेशी_1,otter_6,_otter_n_1
38262,jalAKu_1,जलाखु_1,otter_7,_otter_n_1
38263,jalabidAla_1,जलबिडाल_1,otter_8,_otter_n_1
38264,misAla_8,मिसाल_8,instance_3,_instance_n_of
38265,namUnA_9,नमूना_9,instance_4,_instance_n_of
38266,prawimAna_11,प्रतिमान_11,instance_5,_instance_n_of
38267,havAlA_11,हवाला_11,instance_6,_instance_n_of
38268,prayoga_29,प्रयोग_29,instance_7,_instance_n_of
38269,misAla_9,मिसाल_9,illustration_3,_illustration_n_of
38270,namUnA_10,नमूना_10,illustration_4,_illustration_n_of
38271,prawimAna_12,प्रतिमान_12,illustration_5,_illustration_n_of
38272,havAlA_12,हवाला_12,illustration_6,_illustration_n_of
38273,prayoga_30,प्रयोग_30,illustration_7,_illustration_n_of
38274,xAnI_4,दानी_4,generous_9,_generous_a_1
38275,xAnakarwA_1,दानकर्ता_1,generous_10,_generous_a_1
38276,xAnaSIla_3,दानशील_3,generous_11,_generous_a_1
38277,uxAwwa_7,उदात्त_7,generous_12,_generous_a_1
38278,karIma_1,करीम_1,generous_13,_generous_a_1
38279,xAwq_1,दातृ_1,generous_14,_generous_a_1
38280,suxoGa_1,सुदोघ_1,generous_15,_generous_a_1
38281,xevEyA_3,देवैया_3,generous_16,_generous_a_1
38282,xAyaka_4,दायक_4,generous_17,_generous_a_1
38283,usa+ora_1,उस+ओर_1,there_9,place_n
38284,pare_13,परे_13,there_10,place_n
38285,uwana_1,उतन_1,there_11,place_n
38286,usa+ora_2,उस+ओर_2,there_12,_there_a_1
38287,pare_14,परे_14,there_13,_there_a_1
38288,uwana_2,उतन_2,there_14,_there_a_1
38289,uxAravAxI_1,उदारवादी_1,liberal_10,_liberal_a_1
38290,uxAramanaska_1,उदारमनस्क_1,liberal_11,_liberal_a_1
38291,OxAryavAxI_1,औदार्यवादी_1,liberal_12,_liberal_a_1
38292,pravaNa_15,प्रवण_15,liberal_13,_liberal_a_1
38293,purogAmI_6,पुरोगामी_6,liberal_14,_liberal_a_1
38294,uXArI_1,उधारी_1,debt_14,_debt_n_1
38295,xenA_12,देना_12,debt_15,_debt_n_1
38296,xAnaSIlawA_1,दानशीलता_1,magnanimity_2,_magnanimity/NN_u_unknown
38297,xariyAxilI_2,दरियादिली_2,magnanimity_3,_magnanimity/NN_u_unknown
38298,xAnIpana_1,दानीपन_1,magnanimity_4,_magnanimity/NN_u_unknown
38299,xAwApana_4,दातापन_4,magnanimity_5,_magnanimity/NN_u_unknown
38300,xAnavIrawA_1,दानवीरता_1,magnanimity_6,_magnanimity/NN_u_unknown
38301,xAwqwA_1,दातृता_1,magnanimity_7,_magnanimity/NN_u_unknown
38302,xAwavya_7,दातव्य_7,magnanimity_8,_magnanimity/NN_u_unknown
38303,xariyAxilI_3,दरियादिली_3,generosity_5,_generosity_n_1
38304,xilaxArI_1,दिलदारी_1,generosity_6,_generosity_n_1
38305,amIrI_11,अमीरी_11,generosity_7,_generosity_n_1
38306,uxAravAxa_1,उदारवाद_1,liberalism_1,_liberalism_n_1
38307,OxAryavAxa_1,औदार्यवाद_1,liberalism_2,_liberalism_n_1
38308,uxAravAxI_2,उदारवादी_2,liberal_15,_liberal_n_1
38309,uxAramanaska_2,उदारमनस्क_2,liberal_16,_liberal_n_1
38310,OxAryavAxI_2,औदार्यवादी_2,liberal_17,_liberal_n_1
38311,pravaNa_16,प्रवण_16,liberal_18,_liberal_n_1
38312,purogAmI_7,पुरोगामी_7,liberal_19,_liberal_n_1
38313,uxgama+sWala_3,उद्गम+स्थल_3,origin_22,_origin_n_1
38314,uxgama+sWAna_3,उद्गम+स्थान_3,origin_23,_origin_n_1
38315,srowa_5,स्रोत_5,origin_24,_origin_n_1
38316,ibwixA_5,इब्तिदा_5,origin_25,_origin_n_1
38317,ibawixA_3,इबतिदा_3,origin_26,_origin_n_1
38318,BaMga_42,भंग_42,origin_27,_origin_n_1
38319,Bafga_16,भङ्ग_16,origin_28,_origin_n_1
38320,uxGAtana-samAroha_1,उद्घाटन-समारोह_1,opening_16,_opening_n_1
38321,uxGAtana+samAroha_1,उद्घाटन+समारोह_1,opening_17,_opening_n_1
38322,ubAra_7,उबार_7,deliverance_9,_deliverance_n_1
38323,niswAra_8,निस्तार_8,deliverance_10,_deliverance_n_1
38324,wAraNa_3,तारण_3,deliverance_11,_deliverance_n_1
38325,avawaraNa_8,अवतरण_8,citation_3,_citation_n_1
38326,prokwi_3,प्रोक्ति_3,citation_4,_citation_n_1
38327,avawAraNa_3,अवतारण_3,citation_5,_citation_n_1
38328,havAlA_13,हवाला_13,citation_6,_citation_n_1
38329,maMsA_3,मंसा_3,end_32,_end_n_of
38330,maMSA_6,मंशा_6,end_33,_end_n_of
38331,nIyawa_9,नीयत_9,end_34,_end_n_of
38332,makasaxa_2,मकसद_2,end_35,_end_n_of
38333,makZasaxa_6,मक़सद_6,end_36,_end_n_of
38334,ASaya_11,आशय_11,end_37,_end_n_of
38335,mawalaba_13,मतलब_13,end_38,_end_n_of
38336,kAraNa_9,कारण_9,end_39,_end_n_of
38337,hewu_11,हेतु_11,end_40,_end_n_of
38338,prayojana_14,प्रयोजन_14,end_41,_end_n_of
38339,aBiprAya_10,अभिप्राय_10,end_42,_end_n_of
38340,muxxA_7,मुद्दा_7,end_43,_end_n_of
38341,wuka_6,तुक_6,end_44,_end_n_of
38342,niyawa_19,नियत_19,end_45,_end_n_of
38343,nimiwwa_12,निमित्त_12,end_46,_end_n_of
38344,lakRya_11,लक्ष्य_11,end_47,_end_n_of
38345,upalakRya_5,उपलक्ष्य_5,end_48,_end_n_of
38346,sAXya_6,साध्य_6,end_49,_end_n_of
38347,miSana_3,मिशन_3,end_50,_end_n_of
38348,AvaSyakawA_6,आवश्यकता_6,end_51,_end_n_of
38349,iRta_10,इष्ट_10,end_52,_end_n_of
38350,manasA_8,मनसा_8,end_53,_end_n_of
38351,anubaMXa_25,अनुबंध_25,end_54,_end_n_of
38352,anubanXa_18,अनुबन्ध_18,end_55,_end_n_of
38353,samAyoga_8,समायोग_8,end_56,_end_n_of
38354,apaxeSa_13,अपदेश_13,end_57,_end_n_of
38355,saMxIpana_9,संदीपन_9,stimulation_2,_stimulation_n_of
38356,sanxIpana_4,सन्दीपन_4,stimulation_3,_stimulation_n_of
38357,uxyama_12,उद्यम_12,industry_2,_industry_n_1
38358,aBikrama_2,अभिक्रम_2,industry_3,_industry_n_1
38359,iMdastrI_1,इंडस्ट्री_1,industry_4,_industry_n_1
38360,indastrI_1,इन्डस्ट्री_1,industry_5,_industry_n_1
38361,UMGa_1,ऊंघ_1,doze_8,_doze_v_1
38362,uzGA_1,उँघा_1,doze_9,_doze_v_1
38363,uMGA_1,उंघा_1,doze_10,_doze_v_1
38364,uRtra_1,उष्ट्र_1,camel_1,_camel/NN_u_unknown
38365,kramelaka_1,क्रमेलक_1,camel_2,_camel/NN_u_unknown
38366,kramela_1,क्रमेल_1,camel_3,_camel/NN_u_unknown
38367,kaMtakASana_1,कंटकाशन_1,camel_4,_camel/NN_u_unknown
38368,kaNtakASana_1,कण्टकाशन_1,camel_5,_camel/NN_u_unknown
38369,xAsera_2,दासेर_2,camel_6,_camel/NN_u_unknown
38370,xAseraka_1,दासेरक_1,camel_7,_camel/NN_u_unknown
38371,mahAgrIva_1,महाग्रीव_1,camel_8,_camel/NN_u_unknown
38372,vakragulPa_1,वक्रगुल्फ_1,camel_9,_camel/NN_u_unknown
38373,vakragrIva_1,वक्रग्रीव_1,camel_10,_camel/NN_u_unknown
38374,Suwura_1,शुतुर_1,camel_11,_camel/NN_u_unknown
38375,jAMGika_1,जांघिक_1,camel_12,_camel/NN_u_unknown
38376,SiSunAmA_1,शिशुनामा_1,camel_13,_camel/NN_u_unknown
38377,xvikakuxa_1,द्विककुद_1,camel_14,_camel/NN_u_unknown
38378,mahAnAxa_4,महानाद_4,camel_15,_camel/NN_u_unknown
38379,laMbagrIva_1,लंबग्रीव_1,camel_16,_camel/NN_u_unknown
38380,lambagrIva_1,लम्बग्रीव_1,camel_17,_camel/NN_u_unknown
38381,BUwaGna_2,भूतघ्न_2,camel_18,_camel/NN_u_unknown
38382,bahukara_1,बहुकर_1,camel_19,_camel/NN_u_unknown
38383,BUmigama_1,भूमिगम_1,camel_20,_camel/NN_u_unknown
38384,mahApqRTa_1,महापृष्ठ_1,camel_21,_camel/NN_u_unknown
38385,XUmraSUla_1,धूम्रशूल_1,camel_22,_camel/NN_u_unknown
38386,XUmraSUka_1,धूम्रशूक_1,camel_23,_camel/NN_u_unknown
38387,XUmraka_1,धूम्रक_1,camel_24,_camel/NN_u_unknown
38388,bAwUnI_4,बातूनी_4,gabby_5,_gabby/JJ_u_unknown
38389,awiBARI_4,अतिभाषी_4,gabby_6,_gabby/JJ_u_unknown
38390,muKara_10,मुखर_10,gabby_7,_gabby/JJ_u_unknown
38391,vAk+capala_4,वाक्+चपल_4,gabby_8,_gabby/JJ_u_unknown
38392,vAkcapala_4,वाक्चपल_4,gabby_9,_gabby/JJ_u_unknown
38393,amUka_5,अमूक_5,gabby_10,_gabby/JJ_u_unknown
38394,awiBARiwA_1,अतिभाषिता_1,talkativeness_4,_talkativeness/NN_u_unknown
38395,muKarawA_1,मुखरता_1,talkativeness_5,_talkativeness/NN_u_unknown
38396,usa+jagaha_1,उस+जगह_1,there_15,place_n
38397,usa+jagaha_2,उस+जगह_2,there_16,_there_a_1
38398,vAyasarAya_1,वायसराय_1,viceroy_1,named
38399,CAwravqwwi_1,छात्रवृत्ति_1,scholarship_6,_scholarship_n_1
38400,vajIPA_1,वजीफा_1,scholarship_7,_scholarship_n_1
38401,vqwwi_17,वृत्ति_17,scholarship_8,_scholarship_n_1
38402,vajIPA_2,वजीफा_2,stipend_4,_stipend/NN_u_unknown
38403,xayA+rASi_1,दया+राशि_1,stipend_5,_stipend/NN_u_unknown
38404,anukaMpA+rASi_1,अनुकंपा+राशि_1,stipend_6,_stipend/NN_u_unknown
38405,gujZArA_6,गुज़ारा_6,stipend_7,_stipend/NN_u_unknown
38406,gujArA_4,गुजारा_4,stipend_8,_stipend/NN_u_unknown
38407,aXivakwA_2,अधिवक्ता_2,lawyer_1,_lawyer_n_1
38408,aBiBARI_1,अभिभाषी_1,lawyer_2,_lawyer_n_1
38409,atarnI_1,अटर्नी_1,lawyer_3,_lawyer_n_1
38410,aBivakwA_2,अभिवक्ता_2,lawyer_4,_lawyer_n_1
38411,edavoketa_2,एडवोकेट_2,lawyer_5,_lawyer_n_1
38412,Edavoketa_2,ऐडवोकेट_2,lawyer_6,_lawyer_n_1
38413,BARaka_1,भाषक_1,talker_2,_talker/NN_u_unknown
38414,vAxI_8,वादी_8,talker_3,_talker/NN_u_unknown
38415,aBiBARI_2,अभिभाषी_2,talker_4,_talker/NN_u_unknown
38416,vaxaka_1,वदक_1,talker_5,_talker/NN_u_unknown
38417,vAxaka_3,वादक_3,talker_6,_talker/NN_u_unknown
38418,bakawAra_1,बकतार_1,talker_7,_talker/NN_u_unknown
38419,vAcaka_10,वाचक_10,talker_8,_talker/NN_u_unknown
38420,BARaka_2,भाषक_2,speaker_5,_speaker_n_1
38421,aBiBARI_3,अभिभाषी_3,speaker_6,_speaker_n_1
38422,vaxaka_2,वदक_2,speaker_7,_speaker_n_1
38423,vAxaka_4,वादक_4,speaker_8,_speaker_n_1
38424,bakawAra_2,बकतार_2,speaker_9,_speaker_n_1
38425,vAcaka_11,वाचक_11,speaker_10,_speaker_n_1
38426,AnuvaMSika_2,आनुवंशिक_2,inherited_5,_inherit_v_1
38427,vaMSAnukramika_2,वंशानुक्रमिक_2,inherited_6,_inherit_v_1
38428,pEwrika_5,पैत्रिक_5,inherited_7,_inherit_v_1
38429,AnuvAMSika_2,आनुवांशिक_2,inherited_8,_inherit_v_1
38430,anuvAMSika_2,अनुवांशिक_2,inherited_9,_inherit_v_1
38431,mOrUsI_4,मौरूसी_4,inherited_10,_inherit_v_1
38432,jenetika_2,जेनेटिक_2,inherited_11,_inherit_v_1
38433,janetika_2,जनेटिक_2,inherited_12,_inherit_v_1
38434,jinetika_2,जिनेटिक_2,inherited_13,_inherit_v_1
38435,kurasInAmA_1,कुरसीनामा_1,genealogy_5,_genealogy_n_1
38436,kursInAmA_1,कुर्सीनामा_1,genealogy_6,_genealogy_n_1
38437,vanAcCAxana_1,वनाच्छादन_1,afforestation_1,_afforestation/NN_u_unknown
38438,pedZa-pOXA_1,पेड़-पौधा_1,plant_21,_plant_n_1
38439,vanaspawi+SAswra_1,वनस्पति+शास्त्र_1,botany_2,_botany_n_1
38440,vanaspawi+vijFAna_1,वनस्पति+विज्ञान_1,botany_3,_botany_n_1
38441,vanaspawi-SAswra_1,वनस्पति-शास्त्र_1,botany_4,_botany_n_1
38442,vanaspawivijFAna_1,वनस्पतिविज्ञान_1,botany_5,_botany_n_1
38443,uxBijja-vijFAna_1,उद्भिज्ज-विज्ञान_1,botany_6,_botany_n_1
38444,uxBijja+vijFAna_1,उद्भिज्ज+विज्ञान_1,botany_7,_botany_n_1
38445,vAcA_5,वाचा_5,voice_19,_voice_n_1
38446,sOxAgara_4,सौदागर_4,businessman_4,_businessman_n_1
38447,rojagArI_1,रोजगारी_1,businessman_5,_businessman_n_1
38448,vyAvasAyI_2,व्यावसायी_2,businessman_6,_businessman_n_1
38449,banika_1,बनिक_1,businessman_7,_businessman_n_1
38450,baniyA_6,बनिया_6,businessman_8,_businessman_n_1
38451,tredara_1,ट्रेडर_1,businessman_9,_businessman_n_1
38452,vApisa_1,वापिस_1,back_9,_back_p
38453,vApisa_2,वापिस_2,back_10,place_n
38454,vApasI+kI+rASi_1,वापसी+की+राशि_1,refund_1,_refund_n_of
38455,viSvasanIya_6,विश्वसनीय_6,faithful_11,_faithful_n_1
38456,viSvAsapAwra_1,विश्वासपात्र_1,faithful_12,_faithful_n_1
38457,vaPAxAra_3,वफादार_3,faithful_13,_faithful_n_1
38458,BarosemaMxa_1,भरोसेमंद_1,faithful_14,_faithful_n_1
38459,viSvAsI_6,विश्वासी_6,faithful_15,_faithful_n_1
38460,ewabArI_1,एतबारी_1,faithful_16,_faithful_n_1
38461,yakInI_1,यकीनी_1,faithful_17,_faithful_n_1
38462,pawiyAra_1,पतियार_1,faithful_18,_faithful_n_1
38463,yakZInI_2,यक़ीनी_2,faithful_19,_faithful_n_1
38464,viSvasiwa_1,विश्वसित_1,faithful_20,_faithful_n_1
38465,viSrabXa_7,विश्रब्ध_7,faithful_21,_faithful_n_1
38466,iwamInAnI_2,इतमीनानी_2,faithful_22,_faithful_n_1
38467,iwmInAnI_1,इत्मीनानी_1,faithful_23,_faithful_n_1
38468,jaMgalI+suara_1,जंगली+सुअर_1,boar_12,_boar/NNS_u_unknown
38469,jaMgalI+SUkara_1,जंगली+शूकर_1,boar_13,_boar/NNS_u_unknown
38470,jaMgalI+sUara_1,जंगली+सूअर_1,boar_14,_boar/NNS_u_unknown
38471,jaMgalI+sUkara_1,जंगली+सूकर_1,boar_15,_boar/NNS_u_unknown
38472,barAha_3,बराह_3,boar_16,_boar/NNS_u_unknown
38473,bArAha_3,बाराह_3,boar_17,_boar/NNS_u_unknown
38474,xIrGaraxa_3,दीर्घरद_3,boar_18,_boar/NNS_u_unknown
38475,vajraraxa_3,वज्ररद_3,boar_19,_boar/NNS_u_unknown
38476,jaMgalI+revata_1,जंगली+रेवट_1,boar_20,_boar/NNS_u_unknown
38477,vajraxaMwa_4,वज्रदंत_4,boar_21,_boar/NNS_u_unknown
38478,vajraxanwa_4,वज्रदन्त_4,boar_22,_boar/NNS_u_unknown
38479,cunAI_7,चुनाई_7,choice_25,_choice_n_of
38480,iMwaKAba_3,इंतखाब_3,choice_26,_choice_n_of
38481,inwaKAba_3,इन्तखाब_3,choice_27,_choice_n_of
38482,iMwaKZAba_3,इंतख़ाब_3,choice_28,_choice_n_of
38483,inwaKZAba_3,इन्तख़ाब_3,choice_29,_choice_n_of
38484,iMwiKAba_3,इंतिखाब_3,choice_30,_choice_n_of
38485,inwiKAba_3,इन्तिखाब_3,choice_31,_choice_n_of
38486,iMwiKZAba_3,इंतिख़ाब_3,choice_32,_choice_n_of
38487,inwiKZAba_3,इन्तिख़ाब_3,choice_33,_choice_n_of
38488,paricCaxa_7,परिच्छद_7,uniform_6,_uniform_n_1
38489,yUniPArma_1,यूनिफार्म_1,uniform_7,_uniform_n_1
38490,yUniPOYrma_1,यूनिफॉर्म_1,uniform_8,_uniform_n_1
38491,gaNaveSa_1,गणवेश_1,uniform_9,_uniform_n_1
38492,rogI+kakRa_1,रोगी+कक्ष_1,ward_10,_ward_n_1
38493,rogI+kamarA_1,रोगी+कमरा_1,ward_11,_ward_n_1
38494,sAmAjika+varga_1,सामाजिक+वर्ग_1,class_20,_class_n_of
38495,vqxXa_6,वृद्ध_6,senior_9,_senior_a_1
38496,bUDZA_5,बूढ़ा_5,senior_10,_senior_a_1
38497,budDA_6,बुड्ढा_6,senior_11,_senior_a_1
38498,buDZavA_3,बुढ़वा_3,senior_12,_senior_a_1
38499,bujurga_5,बुजुर्ग_5,senior_13,_senior_a_1
38500,bujZurga_8,बुज़ुर्ग_8,senior_14,_senior_a_1
38501,badZA-bujurga_3,बड़ा-बुजुर्ग_3,senior_15,_senior_a_1
38502,badZA-bujZurga_3,बड़ा-बुज़ुर्ग_3,senior_16,_senior_a_1
38503,badZA+bujurga_3,बड़ा+बुजुर्ग_3,senior_17,_senior_a_1
38504,badZA+bujZurga_3,बड़ा+बुज़ुर्ग_3,senior_18,_senior_a_1
38505,vayovqxXa_4,वयोवृद्ध_4,senior_19,_senior_a_1
38506,umrarasIxa_3,उम्ररसीद_3,senior_20,_senior_a_1
38507,umararasIxa_3,उमररसीद_3,senior_21,_senior_a_1
38508,umraxarAja_3,उम्रदराज_3,senior_22,_senior_a_1
38509,umraxarAjZa_3,उम्रदराज़_3,senior_23,_senior_a_1
38510,umra-xarAjZa_3,उम्र-दराज़_3,senior_24,_senior_a_1
38511,umra-rasIxa_3,उम्र-रसीद_3,senior_25,_senior_a_1
38512,umra-xarAja_3,उम्र-दराज_3,senior_26,_senior_a_1
38513,umara-rasIxa_3,उमर-रसीद_3,senior_27,_senior_a_1
38514,jZaIPZa_3,ज़ईफ़_3,senior_28,_senior_a_1
38515,jaIPa_3,जईफ_3,senior_29,_senior_a_1
38516,jarjara_9,जर्जर_9,senior_30,_senior_a_1
38517,akRara+mAlA_1,अक्षर+माला_1,alphabet_6,_alphabet_n_1
38518,akRaramAlA_1,अक्षरमाला_1,alphabet_7,_alphabet_n_1
38519,aKarOtI_1,अखरौटी_1,alphabet_8,_alphabet_n_1
38520,aKarAvata_1,अखरावट_1,alphabet_9,_alphabet_n_1
38521,aKarAvatI_1,अखरावटी_1,alphabet_10,_alphabet_n_1
38522,varNasamUha_1,वर्णसमूह_1,alphabet_11,_alphabet_n_1
38523,varNasamAmnAya_1,वर्णसमाम्नाय_1,alphabet_12,_alphabet_n_1
38524,varNasaMGAwa_1,वर्णसंघात_1,alphabet_13,_alphabet_n_1
38525,abjaxa_2,अब्जद_2,alphabet_14,_alphabet_n_1
38526,vARpaNa_1,वाष्पण_1,vaporization_1,_vaporization_n_of
38527,bAriSa_3,बारिश_3,rainfall_1,_rainfall_n_1
38528,baraKA_3,बरखा_3,rainfall_2,_rainfall_n_1
38529,pAvasa_2,पावस_2,rainfall_3,_rainfall_n_1
38530,varRA+kA+pAnI_2,वर्षा+का+पानी_2,rainfall_4,_rainfall_n_1
38531,pAnI_27,पानी_27,rainfall_5,_rainfall_n_1
38532,xivyoxaka_2,दिव्योदक_2,rainfall_6,_rainfall_n_1
38533,AkASajala_3,आकाशजल_3,rainfall_7,_rainfall_n_1
38534,AkASa-jala_3,आकाश-जल_3,rainfall_8,_rainfall_n_1
38535,AkASasalila_2,आकाशसलिल_2,rainfall_9,_rainfall_n_1
38536,barasAwa_3,बरसात_3,rainfall_10,_rainfall_n_1
38537,vqRti_3,वृष्टि_3,rainfall_11,_rainfall_n_1
38538,jala-vqRti_2,जल-वृष्टि_2,rainfall_12,_rainfall_n_1
38539,sAlagiraha_2,सालगिरह_2,anniversary_5,_anniversary_n_of
38540,varRagAMTa_2,वर्षगांठ_2,anniversary_6,_anniversary_n_of
38541,varwamAna+kAla_2,वर्तमान+काल_2,present_41,_present_a_1
38542,varwamAnakAla_1,वर्तमानकाल_1,present_42,_present_a_1
