,conc_label_wx,conc_label_utf,conc_in_eng,mrs_conc
0,aBI_4,अभी_4,now_9,_now_a_1
1,PZilahAla_1,फ़िलहाल_1,now_10,_now_a_1
2,PilahAla_1,फिलहाल_1,now_11,_now_a_1
3,isa+samaya_1,इस+समय_1,now_12,_now_a_1
4,isa+vakwa_1,इस+वक्त_1,now_13,_now_a_1
5,aWa_5,अथ_5,now_14,_now_a_1
6,samprawi_1,सम्प्रति_1,now_15,_now_a_1
7,aBU_1,अभू_1,now_16,_now_a_1
8,aBE_1,अभै_1,now_17,_now_a_1
9,saxya_1,सद्य_1,now_18,_now_a_1
10,varwamAna+meM_1,वर्तमान+में_1,now_19,_now_a_1
11,Aja-kala_3,आज-कल_3,now_20,_now_a_1
12,Ajakala_1,आजकल_1,now_21,_now_a_1
13,Aja+kala_1,आज+कल_1,now_22,_now_a_1
14,AjakAla_1,आजकाल_1,now_23,_now_a_1
15,ina+xinoM_1,इन+दिनों_1,now_24,_now_a_1
16,ambu_1,अम्बु_1,water_36,_water_n_1
17,aMBa_1,अंभ_1,water_37,_water_n_1
18,apaka_1,अपक_1,water_38,_water_n_1
19,uxaka_1,उदक_1,water_39,_water_n_1
20,uxak_1,उदक्_1,water_40,_water_n_1
21,XaruNa_1,धरुण_1,water_41,_water_n_1
22,wapojA_1,तपोजा_1,water_42,_water_n_1
23,rewas_2,रेतस्_2,water_43,_water_n_1
24,arNa_1,अर्ण_1,water_44,_water_n_1
25,vAja_3,वाज_3,water_45,_water_n_1
26,qwa_3,ऋत_3,water_46,_water_n_1
27,Savala_1,शवल_1,water_47,_water_n_1
28,Savara_1,शवर_1,water_48,_water_n_1
29,savala_1,सवल_1,water_49,_water_n_1
30,savara_1,सवर_1,water_50,_water_n_1
31,nalina_3,नलिन_3,water_51,_water_n_1
32,Ganarasa_1,घनरस_1,water_52,_water_n_1
33,GanasAra_1,घनसार_1,water_53,_water_n_1
34,xahanArAwi_1,दहनाराति_1,water_54,_water_n_1
35,asra_1,अस्र_1,water_55,_water_n_1
36,aMXa_1,अंध_1,water_56,_water_n_1
37,anXa_1,अन्ध_1,water_57,_water_n_1
38,akRiwa_1,अक्षित_1,water_58,_water_n_1
39,Sabara_1,शबर_1,water_59,_water_n_1
40,vasu_1,वसु_1,water_60,_water_n_1
41,kIlAla_1,कीलाल_1,water_61,_water_n_1
42,wAmara_1,तामर_1,water_62,_water_n_1
43,irA_2,इरा_2,water_63,_water_n_1
44,nIvara_1,नीवर_1,water_64,_water_n_1
45,yoni_8,योनि_8,water_65,_water_n_1
46,nAra_4,नार_4,water_66,_water_n_1
47,kAMda_5,कांड_5,water_67,_water_n_1
48,kANda_1,काण्ड_1,water_68,_water_n_1
49,xevaxilAI_1,देवदिलाई_1,swallow_7,_swallow_n_1
50,baxanasIba_2,बदनसीब_2,unfortunate_16,_unfortunate_a_1
51,baxakismawa_1,बदकिस्मत_1,unfortunate_17,_unfortunate_a_1
52,baxakZismawa_1,बदक़िस्मत_1,unfortunate_18,_unfortunate_a_1
53,xurBAgyaSAlI_1,दुर्भाग्यशाली_1,unfortunate_19,_unfortunate_a_1
54,maMxaBAgya_1,मंदभाग्य_1,unfortunate_20,_unfortunate_a_1
55,xaImArA_1,दईमारा_1,unfortunate_21,_unfortunate_a_1
56,kamabaKwa_1,कमबख्त_1,unfortunate_22,_unfortunate_a_1
57,manahUsa_8,मनहूस_8,unfortunate_23,_unfortunate_a_1
58,nigodZA_4,निगोड़ा_4,unfortunate_24,_unfortunate_a_1
59,aXanya_1,अधन्य_1,unfortunate_25,_unfortunate_a_1
60,alpaBAgya_1,अल्पभाग्य_1,unfortunate_26,_unfortunate_a_1
61,nirBAga_1,निर्भाग_1,unfortunate_27,_unfortunate_a_1
62,manxaBAgya_1,मन्दभाग्य_1,unfortunate_28,_unfortunate_a_1
63,aharRa_1,अहर्ष_1,unfortunate_29,_unfortunate_a_1
64,baxakismawI_3,बदकिस्मती_3,misfortune_51,_misfortune_n_1
65,baxanasIbI_4,बदनसीबी_4,misfortune_52,_misfortune_n_1
66,KotA+nasIba_1,खोटा+नसीब_1,misfortune_53,_misfortune_n_1
67,kamabaKwI_1,कमबख्ती_1,misfortune_54,_misfortune_n_1
68,aBAga_2,अभाग_2,misfortune_55,_misfortune_n_1
69,BAgyahInawA_2,भाग्यहीनता_2,misfortune_56,_misfortune_n_1
70,manahUsiyawa_1,मनहूसियत_1,misfortune_57,_misfortune_n_1
71,havA-pAnI_1,हवा-पानी_1,climate_2,_climate_n_1
72,klAimeta_1,क्लाइमेट_1,climate_3,_climate_n_1
73,aBojya_1,अभोज्य_1,uneatable_1,_uneatable/JJ_u_unknown
74,anAhArya_1,अनाहार्य_1,uneatable_2,_uneatable/JJ_u_unknown
75,agrAhya_4,अग्राह्य_4,uneatable_3,_uneatable/JJ_u_unknown
76,aKaja_1,अखज_1,uneatable_4,_uneatable/JJ_u_unknown
77,aBoja_1,अभोज_1,uneatable_5,_uneatable/JJ_u_unknown
78,aBakRa_1,अभक्ष_1,uneatable_6,_uneatable/JJ_u_unknown
79,aBojya_2,अभोज्य_2,inedible_1,_inedible/JJ_u_unknown
80,anAhArya_2,अनाहार्य_2,inedible_2,_inedible/JJ_u_unknown
81,agrAhya_5,अग्राह्य_5,inedible_3,_inedible/JJ_u_unknown
82,aKaja_2,अखज_2,inedible_4,_inedible/JJ_u_unknown
83,aBoja_2,अभोज_2,inedible_5,_inedible/JJ_u_unknown
84,aBakRa_2,अभक्ष_2,inedible_6,_inedible/JJ_u_unknown
85,AvaMtana_2,आवंटन_2,allotment_3,_allotment_n_1
86,bAztanA_1,बाँटना_1,allotment_4,_allotment_n_1
87,bAMtanA_1,बांटना_1,allotment_5,_allotment_n_1
88,alOYtameMta_1,अलॉटमेंट_1,allotment_6,_allotment_n_1
89,alOYtamenta_1,अलॉटमेन्ट_1,allotment_7,_allotment_n_1
90,alAtameMta_1,अलाटमेंट_1,allotment_8,_allotment_n_1
91,alAtamenta_1,अलाटमेन्ट_1,allotment_9,_allotment_n_1
92,weMxU_3,तेंदू_3,ebony_1,_ebony/NN_u_unknown
93,wiMxuka_1,तिंदुक_1,ebony_2,_ebony/NN_u_unknown
94,siMcana_5,सिंचन_5,irrigation_2,_irrigation_n_1
95,AplAvana_3,आप्लावन_3,irrigation_3,_irrigation_n_1
96,BarAI_6,भराई_6,irrigation_4,_irrigation_n_1
97,patAI_1,पटाई_1,irrigation_5,_irrigation_n_1
98,sIMcanA_1,सींचना_1,irrigation_6,_irrigation_n_1
99,aByukRaNa_1,अभ्युक्षण_1,irrigation_7,_irrigation_n_1
100,Aseka_1,आसेक_1,irrigation_8,_irrigation_n_1
101,Asecana_1,आसेचन_1,irrigation_9,_irrigation_n_1
102,kqwajFawA_3,कृतज्ञता_3,gratitude_6,_gratitude/NN_u_unknown
103,ehasAnamaMxI_1,एहसानमंदी_1,gratitude_7,_gratitude/NN_u_unknown
104,SukragZujZArI_1,शुक्रग़ुज़ारी_1,gratitude_8,_gratitude/NN_u_unknown
105,SukragujArI_1,शुक्रगुजारी_1,gratitude_9,_gratitude/NN_u_unknown
106,boJA_2,बोझा_2,burden_7,_burden_n_1
107,aBraka_1,अभ्रक_1,mica_2,_mica_n_1
108,abaraKa_1,अबरख_1,mica_3,_mica_n_1
109,Bodara_1,भोडर_1,mica_4,_mica_n_1
110,Bodala_1,भोडल_1,mica_5,_mica_n_1
111,aBra_2,अभ्र_2,mica_6,_mica_n_1
112,aBrapatala_1,अभ्रपटल_1,mica_7,_mica_n_1
113,amala_12,अमल_12,mica_8,_mica_n_1
114,bahupawra_1,बहुपत्र_1,mica_9,_mica_n_1
115,mahArasa_1,महारस_1,mica_10,_mica_n_1
116,SuBra_7,शुभ्र_7,mica_11,_mica_n_1
117,ahasAnamaMxa_1,अहसानमंद_1,grateful_3,_grateful_a_1
118,ABAraka_1,आभारक_1,grateful_4,_grateful_a_1
119,SukragZujZAra_1,शुक्रग़ुज़ार_1,grateful_5,_grateful_a_1
120,SukragujAra_1,शुक्रगुजार_1,grateful_6,_grateful_a_1
121,XanyavAxI_1,धन्यवादी_1,grateful_7,_grateful_a_1
122,SAkira_3,शाकिर_3,grateful_8,_grateful_a_1
123,prawIwi_11,प्रतीति_11,semblance_3,_semblance_n_1
124,puta_11,पुट_11,semblance_4,_semblance_n_1
125,BAna_5,भान_5,semblance_5,_semblance_n_1
126,aBAsa_1,अभास_1,semblance_6,_semblance_n_1
127,ABA_7,आभा_7,semblance_7,_semblance_n_1
128,alpawA_4,अल्पता_4,deficiency_6,_deficiency_n_1
129,aparyApwawA_1,अपर्याप्तता_1,deficiency_7,_deficiency_n_1
130,lAGava_12,लाघव_12,deficiency_8,_deficiency_n_1
131,vyawireka_9,व्यतिरेक_9,deficiency_9,_deficiency_n_1
132,aniRpawwi_1,अनिष्पत्ति_1,deficiency_10,_deficiency_n_1
133,aparyApwi_1,अपर्याप्ति_1,deficiency_11,_deficiency_n_1
134,apUrNawA_2,अपूर्णता_2,deficiency_12,_deficiency_n_1
135,waKZaPZIPZa_1,तख़फ़ीफ़_1,deficiency_13,_deficiency_n_1
136,waKaPIPa_1,तखफीफ_1,deficiency_14,_deficiency_n_1
137,alpawva_1,अल्पत्व_1,deficiency_15,_deficiency_n_1
138,uCIdZa_1,उछीड़_1,deficiency_16,_deficiency_n_1
139,aMwarBAva_3,अंतर्भाव_3,deficiency_17,_deficiency_n_1
140,anwarBAva_1,अन्तर्भाव_1,deficiency_18,_deficiency_n_1
141,axama_2,अदम_2,deficiency_19,_deficiency_n_1
142,apacAra_2,अपचार_2,deficiency_20,_deficiency_n_1
143,basAvata_1,बसावट_1,population_2,_population_n_1
144,basAhata_1,बसाहट_1,population_3,_population_n_1
145,AvAsiwawA_1,आवासितता_1,population_4,_population_n_1
146,marxuma-SumArI_1,मर्दुम-शुमारी_1,population_5,_population_n_1
147,kibalAgAha_1,किबलागाह_1,father_13,_father_n_of
148,kibalAgAhI_1,किबलागाही_1,father_14,_father_n_of
149,kZibalAgAha_1,क़िबलागाह_1,father_15,_father_n_of
150,kZibalAgAhI_1,क़िबलागाही_1,father_16,_father_n_of
151,kibalA_1,किबला_1,father_17,_father_n_of
152,kZibalA_1,क़िबला_1,father_18,_father_n_of
153,niRakwa_1,निषक्त_1,father_19,_father_n_of
154,aveXya_1,अवेध्य_1,impregnable_1,_impregnable/JJ_u_unknown
155,aBexa_6,अभेद_6,impregnable_2,_impregnable/JJ_u_unknown
156,aBexanIya_1,अभेदनीय_1,impregnable_3,_impregnable/JJ_u_unknown
157,aCexya_3,अछेद्य_3,impregnable_4,_impregnable/JJ_u_unknown
158,aCexa_2,अछेद_2,impregnable_5,_impregnable/JJ_u_unknown
159,aparicCinna_1,अपरिच्छिन्न_1,impregnable_6,_impregnable/JJ_u_unknown
160,nirBexya_1,निर्भेद्य_1,impenetrable_2,_impenetrable_a_1
161,asaPalawA_2,असफलता_2,defeat_33,_defeat_n_1
162,ajE_1,अजै_1,defeat_34,_defeat_n_1
163,anaBiBava_1,अनभिभव_1,defeat_35,_defeat_n_1
164,Apajaya_1,आपजय_1,defeat_36,_defeat_n_1
165,viGAwa_3,विघात_3,defeat_37,_defeat_n_1
166,aBiBUwi_1,अभिभूति_1,defeat_38,_defeat_n_1
167,aBiRaMga_1,अभिषंग_1,defeat_39,_defeat_n_1
168,aBiRafga_1,अभिषङ्ग_1,defeat_40,_defeat_n_1
169,prasAha_1,प्रसाह_1,defeat_41,_defeat_n_1
170,avagaNana_1,अवगणन_1,defeat_42,_defeat_n_1
171,avajaya_1,अवजय_1,defeat_43,_defeat_n_1
172,avajFA_8,अवज्ञा_8,defeat_44,_defeat_n_1
173,avasAxa_4,अवसाद_4,defeat_45,_defeat_n_1
174,Avarjana_3,आवर्जन_3,defeat_46,_defeat_n_1
175,Bafga_1,भङ्ग_1,defeat_47,_defeat_n_1
176,pariBAva_1,परिभाव_1,defeat_48,_defeat_n_1
177,parIBAva_1,परीभाव_1,defeat_49,_defeat_n_1
178,saraparaswa_1,सरपरस्त_1,guardian_8,_guardian_n_1
179,aBijFA_2,अभिज्ञा_2,recognition_4,_recognition_n_1
180,pahicAna_1,पहिचान_1,recognition_5,_recognition_n_1
181,SinAKwa_1,शिनाख्त_1,recognition_6,_recognition_n_1
182,SinAKZwa_2,शिनाख़्त_2,recognition_7,_recognition_n_1
183,aBijFA_3,अभिज्ञा_3,identification_2,_identification_n_of
184,pahicAna_2,पहिचान_2,identification_3,_identification_n_of
185,SinAKwa_2,शिनाख्त_2,identification_4,_identification_n_of
186,rUpareKA_5,रूपरेखा_5,design_8,_design_n_of
187,nIlA-nakSA_1,नीला-नक्शा_1,design_9,_design_n_of
188,aBikarwwA_1,अभिकर्त्ता_1,agent_10,_agent_n_of
189,ajaMta_1,अजंट_1,agent_11,_agent_n_of
190,ejenta_1,एजेन्ट_1,agent_12,_agent_n_of
191,ajanta_1,अजन्ट_1,agent_13,_agent_n_of
192,ejanta_1,एजन्ट_1,agent_14,_agent_n_of
193,aBisAXaka_1,अभिसाधक_1,agent_15,_agent_n_of
194,AkAMkRA_3,आकांक्षा_3,desire_44,_desire_n_for
195,KvAhiSa_1,ख्वाहिश_1,desire_45,_desire_n_for
196,KZvAhiSa_2,ख़्वाहिश_2,desire_46,_desire_n_for
197,ArajU_1,आरजू_1,desire_47,_desire_n_for
198,ArajZU_2,आरज़ू_2,desire_48,_desire_n_for
199,SOka_3,शौक_3,desire_49,_desire_n_for
200,ceRtA_8,चेष्टा_8,desire_50,_desire_n_for
201,ahaka_1,अहक_1,desire_51,_desire_n_for
202,manoBAvanA_1,मनोभावना_1,desire_52,_desire_n_for
203,marajZI_2,मरज़ी_2,desire_53,_desire_n_for
204,marajI_1,मरजी_1,desire_54,_desire_n_for
205,rajA_3,रजा_3,desire_55,_desire_n_for
206,rajZA_5,रज़ा_5,desire_56,_desire_n_for
207,maMsA_1,मंसा_1,desire_57,_desire_n_for
208,lipsA_3,लिप्सा_3,desire_58,_desire_n_for
209,lAlasA_5,लालसा_5,desire_59,_desire_n_for
210,aramAna_4,अरमान_4,desire_60,_desire_n_for
211,kRuXA_3,क्षुधा_3,desire_61,_desire_n_for
212,BUka_4,भूक_4,desire_62,_desire_n_for
213,CuXA_1,छुधा_1,desire_63,_desire_n_for
214,havasa_4,हवस_4,desire_64,_desire_n_for
215,spqhA_4,स्पृहा_4,desire_65,_desire_n_for
216,aBIpsA_2,अभीप्सा_2,desire_66,_desire_n_for
217,anu_1,अनु_1,desire_67,_desire_n_for
218,apekRiwA_1,अपेक्षिता_1,desire_68,_desire_n_for
219,aBikAMkRA_1,अभिकांक्षा_1,desire_69,_desire_n_for
220,aBikAma_1,अभिकाम_1,desire_70,_desire_n_for
221,vAFCA_1,वाञ्छा_1,desire_71,_desire_n_for
222,bAzCA_1,बाँछा_1,desire_72,_desire_n_for
223,bAzCanA_1,बाँछना_1,desire_73,_desire_n_for
224,manasA_6,मनसा_6,desire_74,_desire_n_for
225,aBiXyA_1,अभिध्या_1,desire_75,_desire_n_for
226,aBilARa_1,अभिलाष_1,desire_76,_desire_n_for
227,aBimawa_5,अभिमत_5,desire_77,_desire_n_for
228,aBimawawA_1,अभिमतता_1,desire_78,_desire_n_for
229,aBimawi_1,अभिमति_1,desire_79,_desire_n_for
230,aBilAsa_1,अभिलास_1,desire_80,_desire_n_for
231,aBiprIwi_1,अभिप्रीति_1,desire_81,_desire_n_for
232,aBilAsA_1,अभिलासा_1,desire_82,_desire_n_for
233,aBilAKA_1,अभिलाखा_1,desire_83,_desire_n_for
234,aBilAKa_1,अभिलाख_1,desire_84,_desire_n_for
235,aBilAKanA_1,अभिलाखना_1,desire_85,_desire_n_for
236,waSanagI_1,तशनगी_1,desire_86,_desire_n_for
237,waSnagI_1,तश्नगी_1,desire_87,_desire_n_for
238,SaMsa_1,शंस_1,desire_88,_desire_n_for
239,avaloBana_1,अवलोभन_1,desire_89,_desire_n_for
240,ragabawa_1,रगबत_1,desire_90,_desire_n_for
241,vyuRti_1,व्युष्टि_1,desire_91,_desire_n_for
242,SlAGA_5,श्लाघा_5,desire_92,_desire_n_for
243,ASaya_9,आशय_9,desire_93,_desire_n_for
244,icCawA_1,इच्छता_1,desire_94,_desire_n_for
245,icCawva_1,इच्छत्व_1,desire_95,_desire_n_for
246,iTAI_1,इठाई_1,desire_96,_desire_n_for
247,iSwiyAka_1,इश्तियाक_1,desire_97,_desire_n_for
248,iSwayAka_1,इश्तयाक_1,desire_98,_desire_n_for
249,iSwiyAkZa_1,इश्तियाक़_1,desire_99,_desire_n_for
250,iSwayAkZa_1,इश्तयाक़_1,desire_100,_desire_n_for
251,IhA_3,ईहा_3,desire_101,_desire_n_for
252,ICA_1,ईछा_1,desire_102,_desire_n_for
253,ragZabawa_1,रग़बत_1,desire_103,_desire_n_for
254,icCuka_3,इच्छुक_3,wishful_1,_wishful_a_1
255,icCu_1,इच्छु_1,wishful_2,_wishful_a_1
256,AkAMkRI_6,आकांक्षी_6,wishful_3,_wishful_a_1
257,aBilARuka_1,अभिलाषुक_1,wishful_4,_wishful_a_1
258,aBilARaka_1,अभिलाषक_1,wishful_5,_wishful_a_1
259,icCAlu_1,इच्छालु_1,wishful_6,_wishful_a_1
260,iCu_1,इछु_1,wishful_7,_wishful_a_1
261,anukAMkRI_1,अनुकांक्षी_1,wishful_8,_wishful_a_1
262,murAxI_1,मुरादी_1,wishful_9,_wishful_a_1
263,ArajUmaMxa_1,आरजूमंद_1,wishful_10,_wishful_a_1
264,KvAhiSamaMxa_1,ख्वाहिशमंद_1,wishful_11,_wishful_a_1
265,aBikAMkRI_1,अभिकांक्षी_1,wishful_12,_wishful_a_1
266,aBIpsI_2,अभीप्सी_2,wishful_13,_wishful_a_1
267,aBIpsu_1,अभीप्सु_1,wishful_14,_wishful_a_1
268,muSwAka_1,मुश्ताक_1,wishful_15,_wishful_a_1
269,muSwAkZa_1,मुश्ताक़_1,wishful_16,_wishful_a_1
270,aBilAKI_1,अभिलाखी_1,wishful_17,_wishful_a_1
271,bAzCI_1,बाँछी_1,wishful_18,_wishful_a_1
272,arWI_5,अर्थी_5,wishful_19,_wishful_a_1
273,araWI_2,अरथी_2,wishful_20,_wishful_a_1
274,arWika_1,अर्थिक_1,wishful_21,_wishful_a_1
275,kAmI_3,कामी_3,wishful_22,_wishful_a_1
276,lipsu_2,लिप्सु_2,wishful_23,_wishful_a_1
277,AkAMkRaka_1,आकांक्षक_1,wishful_24,_wishful_a_1
278,icCaka_1,इच्छक_1,wishful_25,_wishful_a_1
279,ipsu_1,इप्सु_1,wishful_26,_wishful_a_1
280,aBilARiwa_1,अभिलाषित_1,desired_11,_desire_v_1
281,vAzCiwa_1,वाँछित_1,desired_12,_desire_v_1
282,iRta_4,इष्ट_4,desired_13,_desire_v_1
283,apekRiwa_4,अपेक्षित_4,desired_14,_desire_v_1
284,aBiprewa_4,अभिप्रेत_4,desired_15,_desire_v_1
285,vAMCanIya_2,वांछनीय_2,desired_16,_desire_v_1
286,anukAMkRiwa_1,अनुकांक्षित_1,desired_17,_desire_v_1
287,aBikAMkRiwa_1,अभिकांक्षित_1,desired_18,_desire_v_1
288,aBivAMCiwa_1,अभिवांछित_1,desired_19,_desire_v_1
289,aBivAFCiwa_1,अभिवाञ्छित_1,desired_20,_desire_v_1
290,aByAkAMkRiwa_1,अभ्याकांक्षित_1,desired_21,_desire_v_1
291,bAzCiwa_1,बाँछित_1,desired_22,_desire_v_1
292,ASaMsiwa_1,आशंसित_1,desired_23,_desire_v_1
293,Ipsiwa_1,ईप्सित_1,desired_24,_desire_v_1
294,Ihiwa_1,ईहित_1,desired_25,_desire_v_1
295,AleKa_7,आलेख_7,record_8,_record_n_of
296,xaswAvejZa_3,दस्तावेज़_3,record_9,_record_n_of
297,xaswAveja_1,दस्तावेज_1,record_10,_record_n_of
298,rikOYrda_1,रिकॉर्ड_1,record_11,_record_n_of
299,rekOYrda_1,रेकॉर्ड_1,record_12,_record_n_of
300,waharIra_7,तहरीर_7,record_13,_record_n_of
301,PaKra_1,फख्र_1,pride_19,_pride_n_1
302,nAja_2,नाज_2,pride_20,_pride_n_1
303,PZaKZra_1,फ़ख़्र_1,pride_21,_pride_n_1
304,naKarA_1,नखरा_1,pride_22,_pride_n_1
305,naKZarA_2,नख़रा_2,pride_23,_pride_n_1
306,hAla+kA_7,हाल+का_7,novel_4,_novel_a_1
307,nayA+navelA_1,नया+नवेला_1,novel_5,_novel_a_1
308,nayA-navelA_1,नया-नवेला_1,novel_6,_novel_a_1
309,SAraxa_5,शारद_5,novel_7,_novel_a_1
310,AXunika_3,आधुनिक_3,novel_8,_novel_a_1
311,ayAwayAma_1,अयातयाम_1,novel_9,_novel_a_1
312,avyAhawa_6,अव्याहत_6,novel_10,_novel_a_1
313,nyU_1,न्यू_1,novel_11,_novel_a_1
314,hAla+kA_8,हाल+का_8,new_5,_new_a_1
315,nayA+navelA_2,नया+नवेला_2,new_6,_new_a_1
316,nayA-navelA_2,नया-नवेला_2,new_7,_new_a_1
317,SAraxa_6,शारद_6,new_8,_new_a_1
318,AXunika_4,आधुनिक_4,new_9,_new_a_1
319,ayAwayAma_2,अयातयाम_2,new_10,_new_a_1
320,avyAhawa_7,अव्याहत_7,new_11,_new_a_1
321,nyU_2,न्यू_2,new_12,_new_a_1
322,aBinIwi_1,अभिनीति_1,acting_14,_act_v_1
323,prayoga_10,प्रयोग_10,acting_15,_act_v_1
324,aBinIwi_2,अभिनीति_2,acting_16,nominalization
325,prayoga_11,प्रयोग_11,acting_17,nominalization
326,siwArA_8,सितारा_8,actor_14,_actor_n_1
327,stAra_1,स्टार_1,actor_15,_actor_n_1
328,BArawa_2,भारत_2,actor_16,_actor_n_1
329,axAkArA_1,अदाकारा_1,actress_4,_actress_n_1
330,wArikA_2,तारिका_2,actress_5,_actress_n_1
331,GaniRTa_4,घनिष्ठ_4,intimate_3,_intimate_a_1
332,anwaraMga_1,अन्तरंग_1,intimate_4,_intimate_a_1
333,gADZA_3,गाढ़ा_3,intimate_5,_intimate_a_1
334,ananya_6,अनन्य_6,intimate_6,_intimate_a_1
335,pragADZa_7,प्रगाढ़_7,intimate_7,_intimate_a_1
336,xilI_3,दिली_3,intimate_8,_intimate_a_1
337,Awmika_2,आत्मिक_2,intimate_9,_intimate_a_1
338,aMgaraMgI_1,अंगरंगी_1,intimate_10,_intimate_a_1
339,aMwaraMgI_1,अंतरंगी_1,intimate_11,_intimate_a_1
340,iRta_5,इष्ट_5,intimate_12,_intimate_a_1
341,anyawama_5,अन्यतम_5,intimate_13,_intimate_a_1
342,aBirakRaNa_1,अभिरक्षण_1,custody_7,_custody_n_1
343,icCA_5,इच्छा_5,interest_8,_interest_n_in
344,pasaMxa_8,पसंद_8,interest_9,_interest_n_in
345,pasanxa_2,पसन्द_2,interest_10,_interest_n_in
346,SrApa_2,श्राप_2,curse_20,_curse_n_1
347,aBiSaswi_1,अभिशस्ति_1,curse_21,_curse_n_1
348,avakroSa_1,अवक्रोश_1,curse_22,_curse_n_1
349,avagraha_1,अवग्रह_1,curse_23,_curse_n_1
350,SApagraswa_1,शापग्रस्त_1,accursed_9,_accursed/VBN_u_unknown
351,aBiSApiwa_1,अभिशापित_1,accursed_10,_accursed/VBN_u_unknown
352,AkruRta_1,आक्रुष्ट_1,accursed_11,_accursed/VBN_u_unknown
353,AkoSiwa_1,आकोशित_1,accursed_12,_accursed/VBN_u_unknown
354,nAsapItA_1,नासपीटा_1,accursed_13,_accursed/VBN_u_unknown
355,nAsapitA_1,नासपिटा_1,accursed_14,_accursed/VBN_u_unknown
356,milAna_13,मिलान_13,meeting_17,_meeting_n_of
357,samanvaya_10,समन्वय_10,meeting_18,_meeting_n_of
358,samanvayana_5,समन्वयन_5,meeting_19,_meeting_n_of
359,saMyoga_12,संयोग_12,meeting_20,_meeting_n_of
360,saMgamana_1,संगमन_1,meeting_21,_meeting_n_of
361,vasla_3,वस्ल_3,meeting_22,_meeting_n_of
362,avamarSa_1,अवमर्श_1,meeting_23,_meeting_n_of
363,aviyoga_1,अवियोग_1,meeting_24,_meeting_n_of
364,Amocana_1,आमोचन_1,meeting_25,_meeting_n_of
365,saMXAna_17,संधान_17,meeting_26,_meeting_n_of
366,aBisarana_1,अभिसरन_1,convergence_1,_convergence_n_1
367,prakatiwa_8,प्रकटित_8,expressed_7,_express_v_to
368,jAhira_1,जाहिर_1,expressed_8,_express_v_to
369,jZAhira_4,ज़ाहिर_4,expressed_9,_express_v_to
370,prakata_12,प्रकट_12,expressed_10,_express_v_to
371,pragata_1,प्रगट_1,expressed_11,_express_v_to
372,aBivyaFjiwa_1,अभिव्यञ्जित_1,expressed_12,_express_v_to
373,jAwa_4,जात_4,expressed_13,_express_v_to
374,vyaMjanA_4,व्यंजना_4,expression_6,_expression_n_1
375,vyaFjanA_1,व्यञ्जना_1,expression_7,_expression_n_1
376,aBivyaFjana_1,अभिव्यञ्जन_1,expression_8,_expression_n_1
377,aBivyaFjanA_1,अभिव्यञ्जना_1,expression_9,_expression_n_1
378,prakatana_2,प्रकटन_2,expression_10,_expression_n_1
379,pragatana_1,प्रगटन_1,expression_11,_expression_n_1
380,ijahAra_1,इजहार_1,expression_12,_expression_n_1
381,AsPotana_1,आस्फोटन_1,expression_13,_expression_n_1
382,ugahana_1,उगहन_1,expression_14,_expression_n_1
383,aBiyanwA_1,अभियन्ता_1,engineer_1,_engineer_n_1
384,iFjIniyara_1,इञ्जीनियर_1,engineer_2,_engineer_n_1
385,iMjiniyara_1,इंजिनियर_1,engineer_3,_engineer_n_1
386,Anxolana_2,आन्दोलन_2,campaign_2,_campaign_n_1
387,aBiyAna+xala_1,अभियान+दल_1,expedition_3,_expedition_n_1
388,Aropa_10,आरोप_10,accusation_5,_accusation_n_1
389,iljZAma_1,इल्ज़ाम_1,accusation_6,_accusation_n_1
390,iljAma_1,इल्जाम_1,accusation_7,_accusation_n_1
391,ilajAma_1,इलजाम_1,accusation_8,_accusation_n_1
392,AropaNa_7,आरोपण_7,accusation_9,_accusation_n_1
393,mukaxamA_2,मुकदमा_2,case_16,_case_n_of
394,mukaxxamA_1,मुकद्दमा_1,case_17,_case_n_of
395,mukZaxxamA_3,मुक़द्दमा_3,case_18,_case_n_of
396,muAmalA_1,मुआमला_1,case_19,_case_n_of
397,vAxa_13,वाद_13,case_20,_case_n_of
398,kAMda_6,कांड_6,case_21,_case_n_of
399,kANda_2,काण्ड_2,case_22,_case_n_of
400,mulajima_1,मुलजिम_1,accused_1,_accused_n_1
401,muxxAlaha_1,मुद्दालह_1,accused_2,_accused_n_1
402,muxxAleha_3,मुद्दालेह_3,accused_3,_accused_n_1
403,sIXA_20,सीधा_20,innocent_9,_innocent_a_1
404,sarala_13,सरल_13,innocent_10,_innocent_a_1
405,sIXA-sAxA_5,सीधा-सादा_5,innocent_11,_innocent_a_1
406,BolA-BAlA_1,भोला-भाला_1,innocent_12,_innocent_a_1
407,BolA+BAlA_1,भोला+भाला_1,innocent_13,_innocent_a_1
408,sIXA+sAxA_1,सीधा+सादा_1,innocent_14,_innocent_a_1
409,niSCala_5,निश्छल_5,innocent_15,_innocent_a_1
410,niRkapata_8,निष्कपट_8,innocent_16,_innocent_a_1
411,niHkapata_1,निःकपट_1,innocent_17,_innocent_a_1
412,akutila_1,अकुटिल_1,innocent_18,_innocent_a_1
413,prAMjala_8,प्रांजल_8,innocent_19,_innocent_a_1
414,arabIlA_1,अरबीला_1,innocent_20,_innocent_a_1
415,hasIla_1,हसील_1,innocent_21,_innocent_a_1
416,rAswabAja_1,रास्तबाज_1,innocent_22,_innocent_a_1
