,word,meaning,pos
41612,पाई,third of a,noun
41613,पाई,reg  canes on which thread is stretched before weaving,noun
41614,पाई,reg a light cane,noun
41615,पाई+कर,brush and clean the warp after it has been stretched for weaving,verb
41616,पाक,cooking or preparing food,noun
41617,पाक,sthg cooked,noun
41618,पाक-विज्ञान,science or practical skill of cookery,noun
41619,पाक+कर,purify,verb
41620,पाक-दामन,pure,adj
41621,पाक-दामन,virtuous,adj
41622,पाक-दामन,innocent,adj
41623,पाक-साफ़,pure,adj
41624,पाक-साफ़,clean,adj
41625,पाक-साफ़,undefiled,adj
41626,पाक,reg to boil in syrup,verb
41627,पाकी,euph the genitals,noun
41628,पाक्य,medicinal salt,adj
41629,पाक्य,black salt,adj
41630,पाक्ष,belonging to a side or party,adj
41631,पाक्षिक,taking one side: partial,adj
41632,पाखंड,trans villainy,noun
41633,पाखंड+कर,act deceitfully,verb
41634,पाखंड+करना,or hypocritically,noun
41635,पाखंड+फैला,act deceitfully,verb
41636,पाखंड+फैलाना,or hypocritically,noun
41637,पाख,bright or the dark half of a lunar month,noun
41638,पाख+निकाल,find fault gratuitously,verb
41639,पाखर,armour for a horse,noun
41640,पाखर,or elephant,noun
41641,पाखर,trans tarpaulin or treated canvas covering,noun
41642,पाखा,reg sidewall,noun
41643,पाखा,builton shed,noun
41644,पाखी,reg a bird,noun
41645,पाग,fruit cooked in syrup,noun
41646,पागन,kind of drum,noun
41647,पाग,dip in,verb
41648,पाग,or to cover with,verb
41649,पाग,fig to be engrossed,verb
41650,पागल-ख़ाना,hospital for the insane,noun
41651,पागुर,chewing the cud,noun
41652,पागुरा,chew the cud,verb
41653,पाच,or to heat,verb
41654,पाचन,appropriate medicine,noun
41655,पाच्य,able to be cooked,verb
41656,पाछ,incision made in poppy heads to allow the juice to run out,verb
41657,पाछ,or a  kick with the hind legs,noun
41658,पाजामा,see sv,noun
41659,पाट,reg wedge,noun
41660,पाट,flat stone,noun
41661,पाट,or washing surface,noun
41662,पाट,driver's seat or position,noun
41663,पाट,cylindrical section of earthenware,noun
41664,पाट,surface or piece of cloth,noun
41665,पाट,reg jute,noun
41666,पाटन,filling in,noun
41667,पाटन,planking over,noun
41668,पाट,fill in,verb
41669,पाट,fill up,verb
41670,पाट,plank over,verb
41671,पाटा,ritual performed by bride and groom during the marriage ceremony,noun
41672,पाटा+फेर,change seats:,verb
41673,पाटी,childrens' writingboard,noun
41674,पाटी,transthe rudiments of education,noun
41675,पाटी,sidepieces of a bedstead,noun
41676,पाटी,parting of the hair,noun
41677,पाटी,kind of mat,noun
41678,पाटी+पढ़,receive elementary education,verb
41679,पाटी+पार,part the hair,verb
41680,पाटी+पार,comb the hair,verb
41681,पाटी+बैठा,part the hair,verb
41682,पाटी+बैठा,comb the hair,verb
41683,पाटी+पूज,worship ceremonially the writingboard,verb
41684,पाटौनी,reg ferryman,noun
41685,पाठ,textual reading,noun
41686,पाठ+कर,read,verb
41687,पाठ+कर,study,verb
41688,पाठ+कर,go over a lesson aloud,verb
41689,पाठ+कर,recite,verb
41690,पाठ+पढ़,read,verb
41691,पाठ+पढ़,study,verb
41692,पाठ+पढ़,go over a lesson aloud,verb
41693,पाठ+पढ़,recite,verb
41694,पाठ+पढ़ा,euph to teach a text,verb
41695,पाठ+फेर,repeat the same  story,verb
41696,पाठ+उलटा,explain incorrectly,verb
41697,पाठ+उलटा,mislead,verb
41698,पाठ+पढ़ा,explain incorrectly,verb
41699,पाठ+पढ़ा,mislead,verb
41700,पाठशाला,Sanskrit school,noun
41701,पाठांतर,textual variant,noun
41702,पाठक,brahman who recites sacred texts in public,noun
41703,पाठक,custodian of Hindu law or custom,noun
41704,पाठक,name of a brahman subcommunity,noun
41705,पाठक,member of the Pāṭhak community,noun
41706,पाठशालीय,having to do with a school,adj
41707,पाठा,fullgrown animal,noun
41708,पाठा,sturdy young man,noun
41709,पाठिका,female student,noun
41710,पाठिका,female teacher,noun
41711,पाठीन,kind of sheatfish,noun
41712,पाठ्य,be read,verb
41713,पाठ्य,or prescribed for,adj
41714,पाठ्य-क्रम,syllabus,noun
41715,पाठ्य-पुस्तक,textbook,noun
41716,पाठ्य-पुस्तक,prescribed book,noun
41717,पाड़,wooden frame over a well,noun
41718,पाड़ना,on a plate,noun
41719,पाड़ा,quarter of a town,noun
41720,पाड़ा,cluster of huts separate from the village to which they belong,verb
41721,पाड़ा,: ? ← Drav,noun
41722,पाड़ा,male buffalocalf,noun
41723,पाड़ी,female buffalocalf,noun
41724,पाढ़,engraving tool used by goldsmiths,noun
41725,पाढ़ा,spotted antelope,noun
41726,पाणि-ग्रह,taking the hand: the wedding rite of the joining of the hands of bride and groom by the bride's father,noun
41727,पाणि-ग्रहण,taking the hand: the wedding rite of the joining of the hands of bride and groom by the bride's father,noun
41728,पाणि-ग्रहण,marriage,noun
41729,पाणि-गृहीत,married by due ritual,adj
41730,पाणिनीय,having to do with the grammarian Pāṇini,adj
41731,पात,leaf or sheet,noun
41732,पात,? ×,noun
41733,पातोंआलगा,leaves to fall,verb
41734,पातोंआलगा,autumn to come,verb
41735,पातोंआलगा,have one's power or endurance exhausted,verb
41736,पातोंआलगा,be reduced to want,verb
41737,पातोंआलगा,have one's patience tried or exhausted,verb
41738,पात-गोभी,cabbage,noun
41739,पात,fig decline,noun
41740,पातन,throwing down,noun
41741,पातर,leaflike: thin,adj
41742,पाताल,one of the seven subterranean regions,noun
41743,पाताल,fig chasm,noun
41744,पाताल,deep hole,noun
41745,पाताली,having to do with the underworld,adj
41746,पातित,thrown down,adj
41747,पातित,fig downcast,adj
41748,पातिली,kind of small earthen pot used by ascetics,noun
41749,पातिव्रत,faithfulness to  husband,verb
41750,पातिव्रत,marital fidelity,noun
41751,पातुर,one who frequents prostitutes,noun
41752,पातुरबाज़,one who frequents prostitutes,noun
41753,पात्र,finally in comp fit vessel: recipient,noun
41754,पात्र,proper object,noun
41755,पात्री,small vessel,noun
41756,पात्री,female character,noun
41757,पाथ,store of waters: the ocean,noun
41758,पाथोज,waterborn: a lotus,noun
41759,पाथोज,deity Viṣṇu,noun
41760,पाथोद,watergiving: a cloud,noun
41761,पाथोधि,store of waters: the ocean,noun
41762,पाथ,make  into cakes for fuel,verb
41763,पाथ,and to set these out to dry,verb
41764,पाथेय,having to do with a journey: provisions,adj
41765,पाथेय,provisions for a journey,adj
41766,पाद,fig lower or lowest part,noun
41767,पाद,quarter of a stanza,noun
41768,पाद,or of a verse,noun
41769,पाद,line of verse,noun
41770,पाद-ग्रहण,touching the feet of a brahman,noun
41771,पाद-ग्रहण,or of a superior,noun
41772,पाद-ग्रहण,in respect,noun
41773,पाद-चिह्न,footprint,noun
41774,पाद-टिप्पणी,footnote,noun
41775,पाद-तल,sole of the foot,adv
41776,पाद-तल,as low as the feet,adv
41777,पाद-तल,under the feet,adv
41778,पादप,drinking with the foot or root: a plant,noun
41779,पाद-प्रमाण,bowing to the feet: low bow,verb
41780,पाद-प्रहार,kick,noun
41781,पाद-सेवन,massaging  feet,noun
41782,पाद-सेवन,touching another's feet in respect,noun
41783,पादाक्रांत,trodden underfoot,adj
41784,पादाहत,touched with the foot,noun
41785,पादोदक,water in which the feet of a revered person have been ceremonially washed,noun
41786,पाद,breaking wind,noun
41787,पाद+मार,fart,verb
41788,पाद+छोड़,fart,verb
41789,पाद+उड़ा,fart,verb
41790,पाद-घाबरा,colloq frightened at a puff of wind: timorous,adj
41791,पादरी,Christian priest or minister,noun
41792,पादशाह,protecting king: king,noun
41793,पादशाही,having to do with a king or an emperor,adj
41794,पादी,having feet,adj
41795,पादी,or an amphibious creature,adj
41796,पादी,entitled to a quarter share,verb
41797,पादी,amphibious creature,adj
41798,पादुका,wooden shoe,noun
41799,पादु,wooden shoe,noun
41800,पादु,prone to break wind,adj
41801,पाद्य,water for washing the feet,noun
41802,पाधा,pej henchman,noun
41803,पान,*2 betel leaf,noun
41804,पान,embroidered work resembling a leaf,noun
41805,पान+का+बीड़ा,rolled,noun
41806,पान+खिला,have,verb
41807,पान+दे,offer,verb
41808,पान+बना,prepare betel leaf for eating by adding areca nut,verb
41809,पान+बनाना,vegetable extract,noun
41810,पान+बनाना,lime,noun
41811,पान+लगा,prepare betel leaf for eating by adding areca nut,verb
41812,पान+लगाना,vegetable extract,noun
41813,पान+लगाना,lime,noun
41814,पान+ले,undertake sthg difficult,verb
41815,पान-खिलाई,celebration of an engagement,noun
41816,पानदान,container for betelleaf,noun
41817,पानदानकाख़र्च,minor personal expenditure,noun
41818,पान+कर,drink,verb
41819,पान,or the unwoven threads,noun
41820,पान,of new cloth,noun
41821,पा,come upon,verb
41822,पाना,I had the impression that,noun
41823,पा,find to be,verb
41824,पा,gauge as,verb
41825,पानी,rainy season,noun
41826,पानी,bodily secretion,noun
41827,पानी,colloq alcohol,noun
41828,पानी,sense of modesty,noun
41829,पानी,sense of shame,noun
41830,पानी+आना,water,noun
41831,पानी+आना,rain,noun
41832,पानी+आ,collect,verb
41833,पानी+आ,rain to fall,verb
41834,पानी+उतर,subside,verb
41835,पानी+उतर,cataract to form,verb
41836,पानी+उतर,suffer from hydrocele,verb
41837,पानी+उतार,insult,verb
41838,पानी+उतार,shame,verb
41839,पानी+का,insult,verb
41840,पानी+का,shame,verb
41841,पानी+कर,melt,verb
41842,पानी+कर,simplify,verb
41843,पानी+कर,abash,verb
41844,पानी+कर,make water,verb
41845,पानी+का+बताशा,fig sthg insubstantial or shortlived,noun
41846,पानी+बुलबुला,fig sthg insubstantial or shortlived,noun
41847,पानी+का+रहनेवाला,aquatic,adj
41848,पानी+का+रहनेवाला,aquatic animal,adj
41849,पानी+कट,turn off,verb
41850,पानी+कट,or to deflect a flow of,verb
41851,पानी+कटना,water,noun
41852,पानी+कट,cleave,verb
41853,पानी+के+मोल,dirt cheap,adv
41854,पानी+के+रेले+में+बहा,consign to the flood: to squander,verb
41855,पानी+के+रेले+में+बहा,sell dirt cheap,verb
41856,पानी+के+रेले+में+बहाना,or at a loss,noun
41857,पानी+चढ़,water to rise,verb
41858,पानी+चढ़,water to flood,verb
41859,पानी+चुरा,absorb water,verb
41860,पानी+चुरा,be pregnant,verb
41861,पानी+छू,touch water: to wash after defecation,verb
41862,पानी+छोड़,ooze water,verb
41863,पानी+छोड़ना,sap,noun
41864,पानी+जा,tears to be shed,verb
41865,पानी+जा,reputation to go,verb
41866,पानी+जा,be disgraced,verb
41867,पानी+तोड़,draw water,verb
41868,पानी+तोड़,stir up the water,verb
41869,पानी+दिखा,water,verb
41870,पानी+दे,offer water,verb
41871,पानी+दे,irrigate,verb
41872,पानी+दे,whet,verb
41873,पानी+दे,give water,verb
41874,पानी+न+माँग,die instantly or suddenly,verb
41875,पानी+पड़,rain,verb
41876,पानी+पड़,cold water to fall,verb
41877,पानी+हो,be consumed by shame,verb
41878,पानी+पी-पीकर,moistening the throat repeatedly: continuously,adv
41879,पानी+पी-पीकर,excessively,adv
41880,पानी+पी-पीकर,cursing,adv
41881,पानी+फिर,water to inundate,verb
41882,पानी+फिरना,hopes,noun
41883,पानी+फिर,be destroyed,verb
41884,पानी+फेर,gild,verb
41885,पानी+फेर,coat,verb
41886,पानी+फेर,polish,verb
41887,पानी+बुझा,purify water by immersing a heated object in it,verb
41888,पानी+भर,draw or to fetch water,verb
41889,पानी+भर,fig to feel inferiority,verb
41890,पानी+भर+आना+मुँह+में,mouth to water,verb
41891,पानी+मर,water to leak,verb
41892,पानी+मर,or to be absorbed,verb
41893,पानी+मरना,or evaporated,noun
41894,पानी+मर,disgrace to come,verb
41895,पानी+मार,draw water,verb
41896,पानी+में+आग+लगा,fig to set irreconcilables together: to revive an old quarrel,verb
41897,पानी+में+हो,be ashamed,verb
41898,पानी+में+होना,embarrassed,noun
41899,पानी+लगना,water,noun
41900,पानी+लग,or climate  to be unwholesome,verb
41901,पानी+लग,cold water to make,verb
41902,पानी+से+पतला,thinner than water: watery,adj
41903,पानी+से+पतला,worthless,adj
41904,पानी+हो,melt away,verb
41905,पानी+हो,dissolve,verb
41906,पानी+हो,melt,verb
41907,पानी+हो,fail,verb
41908,पानी+हो,become watery,verb
41909,पानी+हो,become loose,verb
41910,पानी+हो,grow cold as water,verb
41911,पानी+हो,be very easy,verb
41912,पानी+उसकी+आँखों+का,fig he has no shame,noun
41913,पानी+मर+गया+है,fig he has no shame,noun
41914,पानी+गरम,alcoholic drink,noun
41915,पानी+नरम,mild climate,noun
41916,पानी-देवा,one who must offer a libation : a son,verb
41917,पानी-देवा,relative,noun
41918,पानीय,to be preserved,adj
41919,पाप,moral guilt,noun
41920,पाप+उदय+हो,reap the reward of sins committed in an earlier birth,verb
41921,पाप+कमा,commit a sin,verb
41922,पाप+कमा,incur guilt,verb
41923,पाप+मोल+ले,commit a sin,verb
41924,पाप+मोल+ले,incur guilt,verb
41925,पाप+कर,sin,verb
41926,पाप+काट,remove  sin,verb
41927,पाप+काट,deliver from sin,verb
41928,पाप+दूर+कर,remove  sin,verb
41929,पाप+दूर+कर,deliver from sin,verb
41930,पाप+का,remove  sin,verb
41931,पाप+का,deliver from sin,verb
41932,पाप+चढ़,be stained with sin,verb
41933,पाप+चढ़,commit sin,verb
41934,पाप+लग,be stained with sin,verb
41935,पाप+लग,commit sin,verb
41936,पाप+को,be stained with sin,verb
41937,पाप+को,commit sin,verb
41938,पाप+बिसा,commit sin,verb
41939,पाप+लगा,impute evil,verb
41940,पाप-कर्म,sinful act,noun
41941,पाप-ग्रह,inauspicious planet,noun
41942,पाप-ग्रह,or conjunction,noun
41943,पाप-ग्रह,transcalamity,noun
41944,पाप-ग्रह,fatal destiny,noun
41945,पाप-फल,fruit of sin,adj
41946,पाप-फल,having evil as its result,adj
41947,पाप-फल,inauspicious,adj
41948,पाप-मोचन,liberation from sin,noun
41949,पाप-रोग,dire disease,noun
41950,पापहर,removing or destroying sin,adj
41951,पापाचरण,sinful ways,noun
41952,पापाचार,sinful conduct,noun
41953,पापात्मा,of a sinful or wicked nature,adj
41954,पापड़,thin crisp cake made of pulse,noun
41955,पापड़,reg light,adj
41956,पापड़+बेल,roll out,verb
41957,पापा,insect which attacks millets and rice,noun
41958,पापिनी,sinful or wicked woman,noun
41959,पापिष्ठ,most sinful,adj
41960,पाबंद,see sv,adj
41961,पामर,vile person,adj
41962,पामरी,kind of silken cloth,noun
41963,पामा,skin complaint,noun
41964,पामा,or complaints,noun
41965,पामा,prickly heat,noun
41966,पायँचा,leg of trousers or shorts,noun
41967,पायता,foot of a bed,noun
41968,पाय-+पायतख़्त,capital,noun
41969,पाय-+पायदान,footrest,noun
41970,पाय-+पायदान,runningboard,noun
41971,पाय-+पायदान,gangway,noun
41972,पाय-+पायदार,durable,adj
41973,पाय-+पायदार,strong,noun
41974,पाय-+पायदार˚ई,f,noun
41975,पायक,armed attendant,noun
41976,पायल,*2 anklet with bells,noun
41977,पायस,rice boiled in milk with sugar,noun
41978,पाया,foot or leg,noun
41979,पाया,reg piece of wood,verb
41980,पार,far bank,noun
41981,पार,or side,noun
41982,पार,reverse or opposite side,noun
41983,पार,furthest extent,noun
41984,पार,or to the far bank or side,verb
41985,पार+उतर,get across,verb
41986,पार+उतर,be finished with,verb
41987,पार+उतर,be free of,verb
41988,पार+उतर,succeed,verb
41989,पार+उतार,convey across,verb
41990,पार+उतार,ferry over,verb
41991,पार+उतार,extricate,verb
41992,पार+उतार,colloq to despatch,verb
41993,पार+लगा,convey across,verb
41994,पार+लगा,ferry over,verb
41995,पार+लगा,extricate,verb
41996,पार+लगा,colloq to despatch,verb
41997,पार+पड़,come to an end,verb
41998,पार+पड़,be over,verb
41999,पार+पड़,be seen through,verb
42000,पार+पड़ना,managed,noun
42001,पार+पा,reach the end,verb
42002,पार+लग,reach the far bank,verb
42003,पार+लग,be accomplished,verb
42004,पार+हो,reach the far bank,verb
42005,पार+हो,be accomplished,verb
42006,पार+उस,on the far bank,adv
42007,पार+उस,or shore,adv
42008,पार+उस,in the next life,adv
42009,पार+तुम्हारा+कैसे+~+लगेगा,? how will you manage ?,noun
42010,पारंगत,having crossed over,adj
42011,पारंगत,or reached the end: well versed,noun
42012,पार-गमन,crossing over,noun
42013,पार-गमन,transit,noun
42014,पार-पत्र,passport,noun
42015,पार-वार,on both sides,adv
42016,पार-वार,or banks,adv
42017,पार-वार,through and through,adv
42018,पार-वार,entirely,adv
42019,पारायण,see sv,noun
42020,पारावार,further and nearer banks of a river,adv
42021,पार,be finished with,verb
42022,पार,be able,verb
42023,पारसाल,last year,adv
42024,पारसाल,next year,adv
42025,पार,throw down,verb
42026,पार,cause to lie,verb
42027,पारक,enabling to cross,verb
42028,पारक,enabling to get through,verb
42029,पारक,getting through,adj
42030,पारक,reg versed,adj
42031,पारचा,piece of cloth,noun
42032,पारचा,or by a Persian wheel,noun
42033,पारचा,is emptied,noun
42034,पारण,crossing to the far bank,verb
42035,पारदर्शी,see sv,adj
42036,पारमार्थिक,having to do with supreme truth,adj
42037,पारमार्थिक,or reality,adj
42038,पारमार्थ्य,highest truth or reality,noun
42039,पारमित,gone to the far shore: crossed over,adj
42040,पारलौकिक,having to do with the next world,adj
42041,पारस,philosopher's stone,noun
42042,पारस,transa valuable or useful object,noun
42043,पारस,fig sound,adj
42044,पारस+-शरीर+~+हो+जा,health to be restored,verb
42045,पारस,helping of food,noun
42046,पारसा,SH faithful,adj
42047,पारा,fig anger,noun
42048,पारा+पिला,fill with mercury,verb
42049,पारा+पिला,weigh down,verb
42050,पारा+भर,fill with mercury,verb
42051,पारा+भर,weigh down,verb
42052,पारा+में,fill with mercury,verb
42053,पारा+में,weigh down,verb
42054,पारा+पारे+का+काफुर,m,noun
42055,पारायण,crossing over: completing,noun
42056,पारायण,reading through,noun
42057,पारायनिक,reader of the Purāṇas,noun
42058,पारिजात,coral tree,noun
42059,पारिणाय्य,pertaining to marriage,adj
42060,पारिणाय्य,property received by a woman at the time of her marriage,adj
42061,पारिपार्श्विक,personal servant,noun
42062,पारिवारिक,having to do with family,adj
42063,पारिवारिक,or with a family,adj
42064,पारिषद,having to do with an assembly,adj
42065,पारिषद,or council,adj
42066,पारिषद,member of,adj
42067,पारिषद,or person present at,adj
42068,पारी+बाँध,decide on an order of turns,verb
42069,पारूष्य,transabusive language,noun
42070,पार्थक्य,individual nature,noun
42071,पार्थिव,made of earth,adj
42072,पार्थिव,belonging to a ruler of the earth: princely,verb
42073,पार्थिव,earthen vessel,adj
42074,पार्वण,sacrifice to ancestors performed at particular occasions,verb
42075,पार्वण,esp at the new moon,noun
42076,पार्वती,title of Durgā,noun
42077,पार्वती,king of the Himalayas,noun
42078,पार्वतीय,living in the mountains,adj
42079,पार्श्व,adjacent position,noun
42080,पार्श्व-गायन,playback song,noun
42081,पार्श्व+पार्शव-नायक,m,noun
42082,पार्श्व-भूमि,3,noun
42083,पार्श्व-शूल,ache in the side,noun
42084,पार्श्विक,having to do with the side,adj
42085,पाल+चढ़ा,hoist sail,verb
42086,पाल+तान,hoist sail,verb
42087,पालदार,having sails,adj
42088,पाल,layers of straw,noun
42089,पाल,in which fruit is placed to ripen,verb
42090,पाल+का+पका,ripened in straw,noun
42091,पाल+पक्का,ripened in straw,noun
42092,पाल,one who rears,noun
42093,पाल,or cherishes,noun
42094,पालक,type of spinach,noun
42095,पालकड़ा,reg an adopted son,noun
42096,पालकी,conveyance carried on the shoulders,noun
42097,पालट,viper nursed in the bosom,noun
42098,पालथी,crosslegged posture,noun
42099,पालथी+बाँध,sit crosslegged,verb
42100,पालथी+लगा,sit crosslegged,verb
42101,पालथी+मारकर+बैठ,sit crosslegged,verb
42102,पालन+कर,protect,verb
42103,पालन+कर,rear,verb
42104,पालन-पोषण,rearing,noun
42105,पालन-पोषण,upbringing,noun
42106,पाला+पड़,freeze,verb
42107,पाला+पड़,frost to fall,verb
42108,पाला+गिर,freeze,verb
42109,पाला+गिर,frost to fall,verb
42110,पाला+मार,frost to strike or to blight,verb
42111,पाला,*2 maintenance,noun
42112,पाला+डाल,protect,verb
42113,पाला+पड़,be in the keeping,verb
42114,पाला+पाले+पड़,fall into the power,verb
42115,पाला+पाले+पड़ना,or clutches,noun
42116,पाला,dividing line,noun
42117,पाला,stack of corn,noun
42118,पाला,reg leaves of the,noun
42119,पालागन,bowing down to another's feet,verb
42120,पालागन,reverential greeting,noun
42121,पाली,tip of the ear,noun
42122,पाली,Pāli language,noun
42123,पाली+बद,line to be announced or agreed,verb
42124,पाल्य,to be protected,adj
42125,पाव,fourth part,noun
42126,पाव,amount weighing a quarter seer,noun
42127,पाव,weight of a quarter seer,noun
42128,पाव+भर,weighing one,adj
42129,पाव+रोटी,loaf  of bread,verb
42130,पावक,fig good conduct,adj
42131,पावन,name of various purifying or cleansing things,adj
42132,पावन,esp fire,adj
42133,पावन,fig repentance,adj
42134,पावना,sum due,noun
42135,पावना,banker's credit,noun
42136,पावला,quarter rupee,noun
42137,पावला,fouranna piece,noun
42138,पावस,rainy season,noun
42139,पाश,in comp scattering: —,adj
42140,पाशविक,pertaining to or characterising animals,adj
42141,पाश्चात्य,specihaving to do with the western world,verb
42142,पाश्चात्य,rear part,adj
42143,पाश्चात्य+पाशचात्यीकरण,westernisation,noun
42144,पाश्चात्यीकरण,see sv,noun
42145,पाषाण,fourteenth day of the light half of the month Māgh,verb
42146,पाषाण,stoneshaped ricecakes are eaten by women on that day,noun
42147,पाषाण-चतुर्दशी,f,noun
42148,पाषाण-हृदय,stonyhearted,adj
42149,पाषाणी,small stone used as a weight,noun
42150,पाषाणी,stonemason's chisel,noun
42151,पाषाणी,stonemason's hammer,noun
42152,पासंग+बराबर+न+हो,not to be the equivalent,verb
42153,पासंग+बराबर+न+होना,or the equal,noun
42154,पासंग+भी+न+हो,nothing comparable to exist,verb
42155,पास,up to,noun
42156,पास,on the person of,noun
42157,पास,owned by,noun
42158,पास+आ,come near,verb
42159,पास+का,nearby,adj
42160,पास+का,neighbouring,adj
42161,पास+तक,stay away,verb
42162,पास+तक,keep clear,verb
42163,पास+न+फटक,stay away,verb
42164,पास+न+फटक,keep clear,verb
42165,पास+बैठ,consort,verb
42166,पास+रख,keep near,verb
42167,पास+रख,retain,verb
42168,पास+रख,appoint,verb
42169,पास+रख,lodge,verb
42170,पास+रख,deposit,verb
42171,पास+रह,remain near,verb
42172,पास+रह,attend,verb
42173,पास+आपके,how much money have you?,noun
42174,पास+कितने+पैसे+है,how much money have you?,noun
42175,पास+के,from nearby,adv
42176,पास+के,away from,adv
42177,पास+के,from  own pocket,adv
42178,पास+से,from nearby,adv
42179,पास+से,away from,adv
42180,पास+से,from  own pocket,adv
42181,पास+वह+गाड़ी+के,he went over to,noun
42182,पास+वह+गाड़ी+के,or towards,noun
42183,पास+वह+गाड़ी+के,car,noun
42184,पास+गया,he went over to,noun
42185,पास+गया,or towards,noun
42186,पास+गया,car,noun
42187,पास+वह+डाक्टर+के,he went to the doctor,verb
42188,पास+गया,he went to the doctor,verb
42189,पास-पास,side by side,adv
42190,पास-पास,quite near,adv
42191,पास-पास,round about,adv
42192,पास-पास,approximately,adv
42193,पास-पड़ोस,neighbourhood,noun
42194,पास,descend to the udder,verb
42195,पास,colloq to be consumed eagerly,verb
42196,पासबानी,name of a north Indian community,noun
42197,पासा,throw of dice,noun
42198,पासा,dice game,noun
42199,पासा+खेल,gamble with dice,verb
42200,पासा+पड़,dice to be thrown,verb
42201,पासा+पड़,have a stroke of luck,verb
42202,पासा+पड़ना,or otherwise,noun
42203,पासा+पलट,die to fall wrongly: things to turn out,verb
42204,पासा+पलट,or to go,verb
42205,पासा+पलटना,wrong,noun
42206,पासी,cord or rope for tying the feet of a horse,noun
42207,पाही,nonresident cultivator,adj
42208,पाही,temporary occupant of village land,adj
42209,पाहुन,reg a guest,noun
42210,पाहुना,reg  soninlaw,noun
42211,पाहुनी,female guest,noun
42212,पाहुनी,euph concubine,noun
42213,पिंगल,speciBrajbhāṣā as used in Rajasthan for literary purposes,adj
42214,पिंगल,esp during the Mughal period,adj
42215,पिंगला,right of three vessels of the body running from the loins to the head,verb
42216,पिंगलिका,creature of tawny colour,adj
42217,पिंघूरा,EH child's hammock,noun
42218,पिंजट,excretion from the eyes,noun
42219,पिंज,reg to be joined,verb
42220,पिंजना,or soldered,noun
42221,पिंजर,reddishyellow colour,adj
42222,पिंजरी,small cage,noun
42223,पिंजरी,reg bier,noun
42224,पिंजवा,reg to join,verb
42225,पिंड,mouthful of food,noun
42226,पिंड,cake or ball of meal,noun
42227,पिंड,flour or rice offered to spirits of ancestors,verb
42228,पिंड,oblation to ancestors offered by nearest surviving relatives,verb
42229,पिंड,human body,noun
42230,पिंड+छुड़ा,get free,verb
42231,पिंड+छूट,escape,verb
42232,पिंड+छोड़,leave  in peace,verb
42233,पिंड+का,leave  in peace,verb
42234,पिंड+पड़,stick,verb
42235,पिंड-खजूर,edible date,noun
42236,पिंडद,relation who offers,noun
42237,पिंडद˚दान,offering of,noun
42238,पिंड-रोग,debility,noun
42239,पिंड-रोग,wasting,noun
42240,पिंड-रोग,leprosy,noun
42241,पिंड-रोग˚ई,m,adj
42242,पिंडाधिकारी,superintendent of funeral rites,noun
42243,पिंडालु,round yam,noun
42244,पिंडालु,sweet potato,noun
42245,पिंडली,calf of the leg,noun
42246,पिंडली+की+नली,shinbone,noun
42247,पिंडा,ball or hank of string,noun
42248,पिंडा+दे,offer cakes of rice or flour,verb
42249,पिंडा+दे,the spirits of ancestors,verb
42250,पिंडा+दिखा,encourage adultery,verb
42251,पिंडार,name of the groundnut,noun
42252,पिंडार,name of the trees,noun
42253,पिंडारी,Marāṭhā freebooter,noun
42254,पिंडी,nave of wheel,noun
42255,पिंडी,small altar,verb
42256,पिंडी,name of an evergreen aromatic tree,noun
42257,पिंडीर,cuttlefish bone,noun
42258,पिंडोल,yellow or white soil used to smear or wash the walls of houses,verb
42259,पिंपिया,be shrill,verb
42260,पिंशन+देना+(को,grant a pension or retiring allowance,verb
42261,पिंशन+पा,colloq to be pensioned off,verb
42262,पिंशन+ले,retire on a pension,verb
42263,पिउ,reg father,noun
42264,पिक,Indian cuckoo,noun
42265,पिक-बयनी,cuckoovoiced: clearvoiced,adj
42266,पिकी,female of the Indian cuckoo,noun
42267,पिघल,fig to be softened,verb
42268,पिघलवा,cause to be melted,verb
42269,पिघलाऊ,melting easily,noun
42270,पिघलाऊ,used in smelting,noun
42271,पिघलाऊ+भट्टा,blast furnace,noun
42272,पिघला,smelt or to cast,verb
42273,पिघलाना+पिघलाकर+जोड़,weld,verb
42274,पिघलाव,liquid state,noun
42275,पिचक,be pressed flat,verb
42276,पिचक,be squeezed,verb
42277,पिचक,be dented,verb
42278,पिचक,be sunken,verb
42279,पिचकना,or shrivelled,noun
42280,पिचक,be reduced,verb
42281,पिचका,press flat,verb
42282,पिचकारी+छूट,shoot in a jet,verb
42283,पिचकारी+छूटना,blood from an artery,noun
42284,पिचकारी+छोड़,squirt out,verb
42285,पिचकारी+छोड़,spit out,verb
42286,पिचकारी+दे,give an enema,verb
42287,पिचकारी+मार,squirt,verb
42288,पिचकारी+लगा,prick,verb
42289,पिचकारी+ले,take an enema,verb
42290,पिच-पिच,splashing or squelching sound,noun
42291,पिचर-पिचर,splashing noise,noun
42292,पिच्च+से+थूक,spit,verb
42293,पिच्चट,eye complaint,noun
42294,पिच्ची,reg crushed,adj
42295,पिच्छिका,bundle of peacock's tailfeathers,noun
42296,पिछड,be backward,verb
42297,पिछड,be not developed,verb
42298,पिछड,fall behind,verb
42299,पिछड,be late,verb
42300,पिछड़ापन,backward state,noun
42301,पिछड़ापन,poor position,noun
42302,पिछला-+पिछलपाई,female evil spirit having the feet turned backward,noun
42303,पिछला-+पिछलपाई,ghost of a woman,noun
42304,पिछला+पहर,last watch of the night,noun
