,word,meaning,pos
9589,कठिनाई,*3 difficulty,noun
9590,कठिनाई,difficult situation,noun
9591,कठिया,wooden platter,noun
9592,कठिया,made of wood,adj
9593,कठोर,*2 harsh,adj
9594,कठौती,wooden bowl,noun
9595,कठौती,small wooden tub,noun
9596,कठौती,or pot,noun
9597,कठौती,wooden platter,noun
9598,कड़क,loud sound or report,noun
9599,कड़क,crack or peal of thunder,noun
9600,कड़क,continuing pain,noun
9601,कड़क+चाय,strong tea,noun
9602,कड़कड़,with a crackling or crunching sound,noun
9603,कड़कड़+चबा,chew,verb
9604,कड़कड़+चबा,crunch noisily,verb
9605,कड़कड़ाना,when boiling,noun
9606,कड़कड़ा,melt down,verb
9607,कड़क,burst into a rage,verb
9608,कड़क,colloq to be off,verb
9609,कड़कना+कड़ककर+बोल,shout,verb
9610,कड़कना+कड़ककर+बोल,rage,verb
9611,कड़का,colloq broke,adj
9612,कड़की,colloq severity: high prices,noun
9613,कड़की+के+दिन,mpl hard times,noun
9614,कड़खा,martial song in a partic metre of long lines,noun
9615,कड़खा,encourage soldiers at the time of battle,verb
9616,कड़खा,exultant song or shout,noun
9617,कड़खा,commemoration of the deeds of former heroes,noun
9618,कड़मड़,grating or cracking sound,noun
9619,कड़रबून,kind of safflower,noun
9620,कड़वा+कर,embitter,verb
9621,कड़वा+कर,fig to squander,verb
9622,कड़वा+ज़हर,bitter poison: bitter as gall,adj
9623,कड़वा+तेल,fatty oil made from mustard or rape seed,noun
9624,कड़वा+दिल+कर,grieve,verb
9625,कड़वा+लग,taste bitter,verb
9626,कड़वा+लग,be disagreeable,verb
9627,कड़वा+को,taste bitter,verb
9628,कड़वा+को,be disagreeable,verb
9629,कड़वा+हो,be or to become bitter,verb
9630,कड़वा+हो,be or to become surly,verb
9631,कड़वा+होना,displeased,noun
9632,कड़वा+होना,or angry,noun
9633,कड़वा+हो+जा,be or to become bitter,verb
9634,कड़वा+हो+जा,be or to become surly,verb
9635,कड़वा+हो+जाना,displeased,noun
9636,कड़वा+हो+जाना,or angry,noun
9637,कड़वा+कड़वी,f,noun
9638,कड़वा-कसैला,bitter and astringent,adj
9639,कड़वा-कसैला,adverse,adj
9640,कड़वा+कसेला,bitter and astringent,adj
9641,कड़वा+कसेला,adverse,adj
9642,कड़वा+कड़वें-कसैले+दिन,harsh times or days,noun
9643,कड़वा+कड़वें-कसैले+दिन,days at the change of seasons,noun
9644,कड़वा+कड़वें-कसैले+दिन,or of late pregnancy,noun
9645,कड़वाट,pronun var,noun
9646,कड़वा,become bitter,verb
9647,कड़वा,feel sore,verb
9648,कड़वा,or to sting,verb
9649,कड़वाना,as from want of sleep,noun
9650,कड़वा,feel bitterness or anger,verb
9651,कड़वाहट,bitter taste,noun
9652,कड़ा,hard to deal with,verb
9653,कड़ा+कर,harden,verb
9654,कड़ा+कर,toughen,verb
9655,कड़ा+कर,embolden,verb
9656,कड़ा+दिल+करके+दे,give grudgingly,verb
9657,कड़ा+कड़ी+कह,speak harshly,verb
9658,कड़ा+कड़ी+झेल,suffer distress or hardship,verb
9659,कड़ा,heavy ring of metal or other material,noun
9660,कड़ा,worn on the wrists or ankles,noun
9661,कड़ा,reg a verse or line,noun
9662,कड़ाई+कर,practise severity,verb
9663,कड़ाई+कर,be austere,verb
9664,कड़ाई+कर,retrench,verb
9665,कड़ाई+कर,be resolute,verb
9666,कड़ाई+कर,be obdurate,verb
9667,कड़ाकड़,producing a continued or repeated cracking or succession of loud sounds,adj
9668,कड़ाका,loud cracking sound,noun
9669,कड़ाका,or epidemic,noun
9670,कड़ाका,colloq a strict fast,noun
9671,कड़ाका+गुज़र,suffer a hard time,verb
9672,कड़ाका+गुज़र,or severely: to fast long or rigidly,verb
9673,कड़ाका+गुज़र,go without food,verb
9674,कड़ाका+गुज़र,starve,verb
9675,कड़ाका+पर,suffer a hard time,verb
9676,कड़ाका+पर,or severely: to fast long or rigidly,verb
9677,कड़ाका+पर,go without food,verb
9678,कड़ाका+पर,starve,verb
9679,कड़ाका+कड़ाके+का,sharp,adj
9680,कड़ाका+कड़ाके+का,fierce,adj
9681,कड़ाका+कड़ाके+का,severe,adj
9682,कड़ाका+कड़ाके+का,rigorous,adj
9683,कड़ाबीन,: ← F,noun
9684,कड़ारा,high bank,noun
9685,कड़ाहा,var/kəṛhaya/ a shallow widemouthed metal pan or cauldron,noun
9686,कड़ाहा+पूजन,ceremony of worshipping the boiling pan on its first use on some festive occasion,noun
9687,कड़ाही,small pan or frying pan,noun
9688,कड़ाही,anything cooked in a,noun
9689,कड़ाही+चढ़,pan to be put on the fire: preparation to be made,verb
9690,कड़ाही+चाट,lick the pot: to eat straight from the pot,verb
9691,कड़ाही+में+हाथ+डाल,put the hand in a pan of boiling oil: to submit to an ordeal,verb
9692,कड़ियल,or tough of nature,noun
9693,कड़िहार,one who rescues,noun
9694,कड़िहार,? a steersman,noun
9695,कड़ी,ring or circle of metal,noun
9696,कड़ी,or the chorus,noun
9697,कड़ी,squared rafter,noun
9698,कड़ेर,reg  hard,adj
9699,कड़ोर,EH corr,noun
9700,कड्डी,metal pin or nail,noun
9701,कढ़,be drawn,verb
9702,कढ़ना,drawn out,noun
9703,कढ़,be boiled down,verb
9704,कढ़,be outlined,verb
9705,कढ़,be embroidered,verb
9706,कढ़ना,become prominent,noun
9707,कढ़,slip away,verb
9708,कढ़ना+कढ़ा-कढ़ाया,newly drawn,adj
9709,कढ़ना+कढ़ा-कढ़ाया,newly embroidered,adj
9710,कढ़वा,cause to be drawn or pulled out,verb
9711,कढ़वाना,or off,noun
9712,कढ़वा,have or to get drawn,verb
9713,कढ़वाना,or painted,noun
9714,कढ़वा,have or to get embroidered,verb
9715,कढ़वा,cause to slip away,verb
9716,कढ़वा,spirit away,verb
9717,काढ़ाई,pronun var,noun
9718,कढ़ाई,pulling or drawing out,noun
9719,कढ़ाई,payment for embroidery,noun
9720,कढावनी,reg  a vessel in which milk is boiled,noun
9721,कढावनी,or butter clarified,noun
9722,कढ़ुआ,sthg taken out: a loan,noun
9723,कढ़ुआ,deduction from a sum lent,noun
9724,कढ़ुआ,reg  food kept over from an evening meal until the next day,noun
9725,कढ़ुआ,container used for ladling,noun
9726,कढेलड़,reg a child born to a widow who has remarried,verb
9727,कण,small fragment,noun
9728,कण+मात्र,merely a fragment,adv
9729,कण+मात्र,or particle,adv
9730,कण+में+समा+जा,pervade every atom,verb
9731,कणिका,small fragment,noun
9732,कत,? where,noun
9733,कत,rhetor why?,noun
9734,कत,by no means,noun
9735,क़त,cutting: nib,noun
9736,कत,be spun,verb
9737,कतनी,small straw basket,noun
9738,कतर-छाँट,cutting and trimming,noun
9739,कतर-ब्योंत,cutting out,noun
9740,कतर-ब्योंत,retrenchment,noun
9741,कतर-ब्योंत,economies,noun
9742,कतर-ब्योंत,thrift,noun
9743,कतर-ब्योंत,small deductions,noun
9744,कतर-ब्योंत,peculation,noun
9745,कतर-ब्योंत,fig contriving,noun
9746,कतर-ब्योंतकर,cut out,verb
9747,कतर-ब्योंतकर,make economies,verb
9748,कतर-ब्योंतकर,make deductions,verb
9749,कतर-ब्योंतकर,plan,verb
9750,कतर-ब्योंतकर,contrive,verb
9751,कतर+की,cut out,verb
9752,कतर+की,make economies,verb
9753,कतर+की,make deductions,verb
9754,कतर+की,plan,verb
9755,कतर+की,contrive,verb
9756,कतर-ब्योंतसे,by cutting and trimming,adv
9757,कतर,cut out,verb
9758,कतर,cut up,verb
9759,कतर,fig to interrupt,verb
9760,कतरवाई,price paid for or cost of cutting out,noun
9761,कतरवा,cause to be cut,verb
9762,कतराई,cutting out,noun
9763,कतराई,price paid for or cost of cutting out,noun
9764,कतरा,cause to be cut,verb
9765,कतरा,cause to be cut out,verb
9766,कतरा,slip away,verb
9767,कतरा,turn aside,verb
9768,कतराना,direct course,noun
9769,कतरा,go by a roundabout route,verb
9770,क़तल+कर,kill,verb
9771,क़तलगाह,place of execution,noun
9772,क़तले-आम,massacre,noun
9773,कतला+कतले+कर,slice,verb
9774,कतवा,cause to be spun,verb
9775,कताई,payment for or cost of spinning,noun
9776,कतान,kind of fine linen cloth,noun
9777,क़तार+बाँध,place in a row,verb
9778,क़तार+बाँध,line up,verb
9779,क़तार+बाँध,place in order,verb
9780,क़तार+की,place in a row,verb
9781,क़तार+की,line up,verb
9782,क़तार+की,place in order,verb
9783,क़तार+में,in a line,adv
9784,क़तार+में,in order,adv
9785,कतारा,19c a tall,noun
9786,कतारा,red variety of sugarcane,noun
9787,कतीरा,and an insoluble gum obtained from its bark,noun
9788,कतुआ,pronun var,noun
9789,कत्तल,reg  a chip,noun
9790,कत्तल,small piece,noun
9791,कत्ती,small sword,noun
9792,कत्थई,dark red in colour,adj
9793,कत्था,which it turns red,noun
9794,कथक,specipublic narrator and expounder of sacred legends,noun
9795,कथक,speaker of a prologue,noun
9796,कथक,community of singers and dancers,noun
9797,कथक,name of a style of dance,noun
9798,कथड़ी,patched or tattered garment,noun
9799,कथड़ी,or quilt,noun
9800,कथन,type of literary composition,noun
9801,कथन,unbroken narrative by a single speaker,noun
9802,कथन+उनके+अपने+कथनानुसार,as he himself says,adv
9803,कथन+उनके+अपने+कथनानुसार,would say,noun
9804,कथनीय,be said,verb
9805,कथनीय,able to be sa,verb
9806,कथनीय,fit or deserving to be sa,verb
9807,कथा,sthg sa,noun
9808,कथा,specisacred legend or tale,noun
9809,कथा+बखानना,next,noun
9810,कथा+बाँच,read or to recite a tale,verb
9811,कथा+बैठा,arrange for the telling of a sacred legend by a professional narrator,verb
9812,कथानक,short story,noun
9813,कथा-वस्तु,subjectmatter of a narrative,noun
9814,कथा+प्रधान+कथावस्तु,central theme,noun
9815,कथा+प्रधान+कथावस्तु,leitmotiv,noun
9816,कथा-वार्ता,conversation,noun
9817,कथा-वार्ता,discussion,noun
9818,कथा-वार्ता,talk,noun
9819,कथा+कथोपकथन,dialogue,noun
9820,कथाकली,style of classical Indian dance,noun
9821,क़ददार,of good stature,adj
9822,आदमक़द,of a man's height,adj
9823,कद+रख,feel envy,verb
9824,कद,: ← Panj,noun
9825,कद,defective: —,noun
9826,कद-+कदन्न,poor quality grain,noun
9827,कद-+कदर्थ,sthg useless,noun
9828,कद-+कदर्थना,trouble,noun
9829,कद-+कदर्थना,plight,noun
9830,कद-+कदर्य,miserly,adj
9831,कद-+कदर्य,avaricious,adj
9832,कद-+कदर्य,mean,adj
9833,कद-+कदर्य,sordid,adj
9834,कद-+कदर्य˚ता,f,noun
9835,कद-+कदाकार,misshapen,adj
9836,कद-+कदाकार,ugly,adj
9837,कद-+कदाचार,bad,noun
9838,कद-+कदाचार,wicked,noun
9839,कद-+कदाचार,or depraved conduct,noun
9840,क़दम,foot's length,noun
9841,क़दम,fig step,noun
9842,क़दम+उखड़,colloq to clear out,verb
9843,क़दम+उठा,step out,verb
9844,क़दम+उठा,walk fast,verb
9845,क़दम+उठा,make quick progress,verb
9846,क़दम+उठा,take steps or measures,verb
9847,क़दम+उठा,undertake,verb
9848,क़दम+गाड़,plant the foot firmly,verb
9849,क़दम+गाड़,secure one's footing,verb
9850,क़दम+छू,touch the feet,verb
9851,क़दम+दिखा,show the paces,verb
9852,क़दम+दिखा,colloq to make tracks,verb
9853,क़दम+दिखा,be off,verb
9854,क़दम+पर+रख,follow in the footsteps,verb
9855,क़दम+बढ़ा,extend the pace,verb
9856,क़दम+बढ़ा,step out,verb
9857,क़दम+बढ़ा,progress,verb
9858,क़दम+में+~+मिलाते+चल,keep in step,verb
9859,क़दम+रख,set foot,verb
9860,क़दम+ले,esp euph to acknowledge a master,verb
9861,क़दम+ले,yield to,verb
9862,क़दम+के,esp euph to acknowledge a master,verb
9863,क़दम+के,yield to,verb
9864,क़दम+पर,hard on the heels,adv
9865,क़दमबोसी,kissing the feet,noun
9866,क़दमचा,place for feet,noun
9867,क़दर+कर,appreciate justly,verb
9868,क़दर+कर,value,verb
9869,क़दर+की,appreciate justly,verb
9870,क़दर+की,value,verb
9871,क़दरदान,good judge,noun
9872,क़दरदान˚ई,just appreciation,noun
9873,कदर्य,see sv,adj
9874,कदर्यता,see sv,noun
9875,कदली,or banana,noun
9876,कदा,see sv,adv
9877,कदाचित,see sv,adv
9878,कदापि,see sv,adv
9879,कदाचित्,at some time,adv
9880,कदाचित्,hardly ever,adv
9881,कदापि,in neg contexts sometimes,adv
9882,कदापि,at all,adv
9883,कदापि,on any account,adv
9884,कदापि+नहीं,never,adv
9885,कदापि+नहीं,by no means,adv
9886,कदापि+नहीं,absolutely not,adv
9887,क़दीमी,of old:,adj
9888,कद्दू,appliance for cutting and grating pumpkins,noun
9889,कद्दूकश,appliance for cutting and grating pumpkins,noun
9890,कन,division of crops between landlord and tenant,noun
9891,कन,reg  a shoot,noun
9892,कन+की+उँगली,little finger,noun
9893,कनकूत,appraisal or valuation of a standing crop,noun
9894,कन,ear: see svv,noun
9895,कनकटा,having the ears cut off,noun
9896,कनकटी,inflammation of the ear,noun
9897,कनकना,feel on edge,verb
9898,कनकी,piece of broken rice,noun
9899,कनकूत,see sv,noun
9900,कनकौवा,large square paper kite,noun
9901,कनकौवा,herb of the genus,noun
9902,कनकौवा+बढ़ा,let a kite rise,verb
9903,कनकौवा+लड़ा,fly kites against each other,verb
9904,कनखी+मार,wink,verb
9905,कनखी+कनखियों+से+देख,look surreptitiously at,verb
9906,कनछेदन,ceremony of piercing a child's ears,noun
9907,कनटोप,cap with flaps covering the ears,noun
9908,कनपटी,area between the temple and the ear,noun
9909,कनपेड़,swelling of the glands between ear and throat,noun
9910,कनफटा,sliteared: a designation of members of the Nāth yogī sect,adj
9911,कनफुकवा,into another's ear,verb
9912,कनरस,pleasure in hearing,noun
9913,कनरस,taste for music,noun
9914,कनरसिया,one who enjoys music,noun
9915,कनवा,measure of capacity or weight,noun
9916,कनवा,one sixteenth of a seer,noun
9917,कनवाई,piercing the ears,noun
9918,कनसलाई,kind of centipede,noun
9919,कनसुई+कनसुइयाँ+ले,eavesdrop,verb
9920,कनहरी,EH steering,noun
9921,कनहाई,valuation of a standing crop,noun
9922,कना,or religious ceremony performed daily during this period in honour of deceased ancestors,noun
9923,कनागत,position of a planet  in the sign of Virgo: the period marked by this position,noun
9924,कनागत,dark half of Āśvin,noun
9925,क़नात,wall of a tent,noun
9926,क़नात,canvas screen,noun
9927,क़नाती,screenedoff area used as a place of worship,noun
9928,क़नाती+मसजिद,f,noun
9929,कनिको,tiny piece,noun
9930,कनिको,little bit,noun
9931,कनिष्ठा,junior wife,noun
9932,कनिष्ठा,lessfavoured wife,noun
9933,कनिष्ठिका,little finger,noun
9934,कनिहा,reg valuer or appraiser of a crop,noun
9935,कनी,small piece,noun
9936,कनी,hard or uncooked grain,noun
9937,कनी+खा,swallow a sharp fragment of diamond,verb
9938,कनी+चाट,swallow a sharp fragment of diamond,verb
9939,कनीनिका,pupil of the eye,noun
9940,कनीर,EH ?,noun
9941,कने,in the possession,noun
9942,कने,at the house,noun
9943,कनेठी,twisting the ear,noun
9944,कनेठी+खा,have one's ear twisted,verb
9945,कनेठी+दे,twist the ear,verb
9946,कनेरिया,dark red,adj
9947,कनौजिया,of or belonging to Kanauj,adj
9948,कनौजिया,inhabitant of Kanauj,noun
9949,कनौती,ear of an animal,noun
9950,कनौती,pricking up the ear,noun
9951,कनौती+कनौतियाँ+उठा,prick up the ears,verb
9952,कनौती+खड़ी+कर,prick up the ears,verb
9953,कनौती+बदल,prick up the ears,verb
9954,कन्ना,projecting edge,noun
9955,कन्ना,end or rim,noun
9956,कन्ना,lug or projecting part,noun
9957,कन्ना+कन्नों+से+उखड़,be torn right away,verb
9958,कन्ना+कन्नों+से+उखड़,fig to turn away in a huff,verb
9959,कन्ना+उखड़+जा,be torn right away,verb
9960,कन्ना+उखड़+जा,fig to turn away in a huff,verb
9961,कन्ना+कट,be torn right away,verb
9962,कन्ना+कट,fig to turn away in a huff,verb
9963,कन्ना+पतंग+का,two parts of a kitestring which are tied to the kite,verb
9964,कन्नी,outer edge,noun
9965,कन्नी,balancing strip,noun
9966,कन्नी+काट,steer clear,verb
9967,कन्नी+खा,heel in flight,verb
9968,कन्नी,pronun var,noun
9969,कन्या,unmarried girl,noun
9970,कन्या,or woman,noun
9971,कन्या,sign Virgo,noun
9972,कन्या-कुमारी,name of Cape Comorin,noun
9973,कन्याकुब्ज,city and region of Kanauj,noun
9974,कन्या-धन,property belonging to a girl before her marriage,verb
9975,कन्या-दान,giving of  daughter in marriage,noun
9976,कन्या-दान,partic marriage rite,noun
9977,कन्हैया,dear Kānh: a name of Kr̥ṣṇa,noun
9978,कन्हैया,fig  a beloved person,noun
9979,कपट+कर,dissemble,verb
9980,कपट+कर,deceive,verb
9981,कपट+के+साथ,dissemble,verb
9982,कपट+के+साथ,deceive,verb
9983,कपट+रख,harbour deceitful intentions,verb
9984,कपट+से,falsely,adv
9985,कपट+से,deceitfully,adv
9986,कपट-वेष,disguise,noun
9987,कपट-वेष,assumed character,noun
9988,कपट-वेष,hypocrisy,noun
9989,कपड़-कीड़ा,clothesmoth,noun
9990,कपड़-+कपरछन,strained or sifted through cloth,adj
9991,कपड़-+कपरछन,fine,adj
9992,कपड़-+कपड़छन+कर,sift,verb
9993,कपड़ा+कपड़े+से,be menstruating,verb
9994,कपड़ा+में.+हो,be menstruating,verb
9995,कपड़ा+पहन,put on a garment,verb
9996,कपड़ा+कपड़े+पहन,dress,verb
9997,कपड़ा+कपड़े+रँग,dye cloth,verb
9998,कपड़ा+कपड़े+रँगना,or clothes,noun
9999,कपड़ा+कपड़े+रँग,become an ascetic,verb
10000,कपड़ा-लत्ता,clothes,noun
10001,कपड़ा-लत्ता,clothing,noun
10002,कपड़ाहंद,smell of burnt cloth,noun
10003,कपड़ौटी,straining through cloth,noun
10004,कपड़ौटी,reg covering the mouth of a vessel with a cloth,noun
10005,कपर्दिनी,name of a goddess,noun
10006,कपाट,leaf of a door,noun
10007,कपाल,fig what is written on the brow: destiny,noun
10008,कपाल,broken waterpot,noun
10009,कपाल,beggar's bowl,noun
10010,कपाल+खुल,fortune to take a favourable turn,verb
10011,कपाल+का,fortune to take a favourable turn,verb
10012,कपाल+फूट,skull to be broken,verb
10013,कपाल+फूट,be unfortunate,verb
10014,कपाल+का,skull to be broken,verb
10015,कपाल+का,be unfortunate,verb
10016,कपाल-क्रिया,ceremonial breaking of the skull of a corpse at cremation,noun
10017,कापालिका,wearing skulls as a necklace: a title of the goddess Kālī,noun
10018,कपाली,wearing skulls as a necklace,adj
10019,कपाली,title of Śiva,adj
10020,कपास,cotton plant,noun
10021,कपासी,made of cotton,noun
10022,कपासी,of the colour of the cotton plant,noun
10023,कपासी,or its flower: light green,noun
10024,कपि,title of Viṣṇu,noun
10025,कपि-ध्वज,monkeybannered: a title of Arjun,noun
10026,कपि+कपींद्र,lord of the monkeys: a title of Viṣṇu,noun
10027,कपि+कपींद्र,and of Hanumān,noun
10028,कपित्थ,woodapple tree,noun
10029,कपित्थ,and its fruit,noun
10030,कपिल,monkeycoloured: brown,adj
10031,कपिल,name of a sage,adj
10032,कपिल,founder of the Sāṅkhya system of philosophy,adj
10033,कपिश,monkeycoloured: brown,adj
10034,कपूत,bad son,noun
10035,कपूर+खा,take camphor: to take poison,verb
10036,कपूरी,yellowish type of betel leaf,noun
10037,कपोत-वृत्ति,fig meek acceptance,noun
10038,कपोती,hen pigeon,noun
10039,कपोल-कल्पना,figment of imagination,noun
10040,कपोल-कल्पना˚कल्पित,fabricated,adj
10041,कपोल-कल्पना˚कल्पित,imaginary,adj
10042,कप्तानी+कर,captain,verb
10043,कप्तानी+की,captain,verb
10044,कफ,one of the constituent humours,noun
10045,कफ़,one of the humours of the body,noun
10046,कफ़,reg froth,noun
10047,कफ़+निकालनेवाला,m,adj
10048,कफ़,having cuffs,adj
10049,कफ़दार,having cuffs,adj
10050,कफ़चा,reg  a skimmer,noun
10051,कफ़चा,or stirrer,noun
10052,कफ़न+को+कौड़ी+न+रख,not to save or to put aside a penny,verb
10053,कफ़न+फाड़कर+उठ,rise from the dead,verb
10054,कफ़न+फाड़कर+उठ,appear suddenly,verb
10055,कफ़न+फाड़कर+चिल्ला,give a terrifying shriek,verb
10056,कफ़न+सिर+से+बाँध,tie or to wrap one's shroud round one's head: to engage in a risky enterprise,verb
10057,कफ़न+सिर+से+बाँध,risk life,verb
10058,कफ़न+सिर+से+बाँध,court death,verb
10059,कफ़न+लपेट,tie or to wrap one's shroud round one's head: to engage in a risky enterprise,verb
10060,कफ़न+लपेट,risk life,verb
10061,कफ़न+लपेट,court death,verb
10062,कफ़न-खसोट,shroudsnatcher: a shameless thief,noun
10063,कफ़न-चोर,stealer of graveclothes: a base person,noun
10064,कफ़न-दफ़न,pej burial,noun
10065,कफ़न-दफ़न,funeral,noun
10066,कफ़ना,wrap  in a shroud,verb
10067,कफ़नी,ascetic's unsewn garment,noun
10068,क़फ़स,birds' cage,noun
10069,क़फ़स,19c a cell,noun
10070,कफ़ाई,reg  scum,noun
10071,कफी,filled with phlegm or mucus,noun
10072,कबंध,fig a headless trunk,noun
10073,कब,rhetor when,noun
10074,कब+का,of what time? rhetor  of long ago,adj
10075,कब+का,long since,adj
10076,कब+का,for a long time,adj
10077,कब+नहीं+~+का+लखनऊ+चला+आया+होता,otherwise I would have come over to Lucknow long ago,verb
10078,कब+का,as of one time  as of another,adv
10079,कब+का,as of one time  as of another,adv
10080,कब+तक,up till when? for how long?,adv
10081,कब+से,since when? for how long?,adv
10082,कब+आप+~+से+यहाँ+हैं,how long have you been here?,noun
10083,कबक,kind of partridge,noun
10084,कबक,or quail,noun
10085,कबड्डी,tries to touch one or more opponents in his territory and to return uncaught to his own before running out of breath,verb
10086,कबरा,: ← Austroas,noun
10087,क़बा,long robe open at the skirt and chest,noun
10088,कबाड़,old or broken furniture,noun
10089,कबाड़-ख़ाना,lumberroom,noun
10090,कबाड़-ख़ाना,scrapmerchant's shop or premises,noun
10091,कबाड़ा,colloq sthg ruined or botched,noun
10092,कबाड़िया,dealer in old or broken furniture,noun
10093,कबाब,roasted meat,noun
10094,कबाब,specipieces of meat roasted on a spit,noun
10095,कबाब+हो,be roasted,verb
10096,कबाब+हो,be scorched,verb
10097,कबाब+हो,burn,verb
10098,कबाब+जलकर+~+होना,3,noun
10099,कबाब-चीनी,used medicinally and the source of a resin,noun
10100,काबाबी,seller of roast meat,noun
10101,काबाबी,pej a meateater,noun
10102,काबाबी,reg fit for roasting,adj
10103,काबारू,metr work,noun
10104,कबीर,type of indecent song sung at the Holī festival,noun
10105,कबीर,name of a north Indian,noun
10106,कबीर-पंथ,sect or followers of Kabīr,noun
10107,कबीर-पंथ˚ई,follower of Kabīr,noun
10108,क़बीली+क्षेत्र,tribal area,noun
10109,क़बुली,metr a sacrificial animal,noun
10110,कबूतर,colloq a ladies' man,noun
10111,कबूतर+उड़ाण,fly pigeons,verb
10112,कबूतर+की+तरह+लोट,fig to be very restless,verb
10113,कबूतर+की+तरह+लोटना,agitated,noun
10114,कबूतर-ख़ान,dovecot,noun
10115,कबूतरबाज़,colloq a ladies' man,noun
10116,कबूतरी,hen pigeon,noun
10117,कबूतरी,colloq an attractive woman,noun
10118,कबूतरी,village dancinggirl,noun
10119,क़बूल+कर,accept,verb
10120,क़बूल+हो,be acceptable,verb
10121,क़बूल+को,be acceptable,verb
10122,क़बूलियत,document of acceptance,noun
10123,क़ब्ज़+करनेवाला,adj,adj
10124,क़ब्ज़+हो,be constipated,verb
10125,क़ब्ज़+को,be constipated,verb
10126,क़ब्ज़ा,occupation by force,noun
10127,क़ब्ज़ा,upper arm,noun
10128,क़ब्ज़ा+कर,seize,verb
10129,क़ब्ज़ा+कर,take possession,verb
10130,क़ब्ज़ा+कर,usurp,verb
10131,क़ब्ज़ा+पर,seize,verb
10132,क़ब्ज़ा+पर,take possession,verb
10133,क़ब्ज़ा+पर,usurp,verb
10134,क़ब्ज़ा+दे,yield or to make over possession,verb
10135,क़ब्ज़ा+को,yield or to make over possession,verb
10136,क़ब्ज़ा+रख,seize hold,verb
10137,क़ब्ज़ा+क़बज़े+में+ला,get into one's grasp,verb
10138,क़ब्ज़ा+क़बज़े+में+लाना,or power,noun
10139,क़ब्ज़ा+क़बज़े+में+ला,seize,verb
10140,क़ब्र+का+मुँह+झाँक,look into  grave,verb
10141,क़ब्र+का+मुँह+झाँक,be all but dead,verb
10142,क़ब्र+के+मुरदे+उखाड़,dig up the dead from the grave: to rake up old grievances,verb
10143,क़ब्र+में+पाँव+लटका,hang a foot in the grave: to be on the point of death,verb
10144,क़ब्र+क़बरगाह,burialground,noun
10145,कभी,at any time,noun
10146,कभी,at one time,noun
10147,कभी,long ago,noun
10148,कभी+कभार,of sometime,adv
10149,कभी+का,of sometime,adj
10150,कभी+का,rhetor of long ago,adj
10151,कभी+का,long since,adj
10152,कभी+तो,sometime or another,adv
10153,कभी+न,sometime or another,adv
10154,कभी+न,sooner or later,adv
10155,कभी+न,seldom,adv
10156,कभी+नहीं,never,adv
10157,कभी+नहीं,never,adv
10158,कमंडल,earthen or wooden waterpot used by ascetics,noun
10159,कमंडल,and by other devout persons,noun
10160,कमंडल,vessel having a spout,noun
10161,दंड-कमंडल,staff and waterpot,noun
10162,दंड-कमंडल,worldly goods,noun
10163,कम,less than little: the least,noun
10164,कम+कर,reduce,verb
10165,कम+कर,decrease,verb
10166,कम+कर,moderate,verb
10167,कम+कर,relax,verb
10168,कम+कर,deduct,verb
10169,कम+हो,lessen,verb
10170,कम+हो,decrease,verb
10171,कम+हो,abate,verb
10172,कम+हो,be deficient,verb
10173,कम+हो,fail,verb
10174,कमअक़्ल,adj  of weak understanding,noun
10175,कमअक़्ल,stupid person,noun
10176,कमउम्र,of young age,adj
10177,कमख़र्चबाला-निशीन,spending little but seated high: doing well without effort or expense,noun
10178,कमख़र्चबाला-निशीन˚ई,thriftiness,noun
10179,कमख़र्चबाला-निशीन˚ई,stinginess,noun
10180,कमज़ात,of low caste,adj
10181,कमबख़्तीआ,be overtaken by misfortune,verb
10182,कम+पर,be overtaken by misfortune,verb
10183,कमबख़्तीकामारा,wretched person,adj
10184,कमबेश,more or less,adv
10185,कमसिन,of young years,adj
10186,कमहिम्मत,of little courage,adj
10187,कमहैसियत,of small means,adj
10188,कमज़ोर+कर,weaken,verb
10189,कमज़ोर+कर,enfeeble,verb
10190,कमज़ोर+कर,impoverish,verb
10191,कमज़ोर+कर,exhaust,verb
10192,कमठा,: ← Austroas,noun
10193,कमठा,reg a bow,noun
10194,कमठा,cottoncarder's bow,noun
10195,कमतर,see sv,adj
10196,कमताई,state of diminution or reduction,noun
10197,कमती,reg little,adj
10198,कमती-बढ़ती,fluctuation,adv
10199,कमती-बढ़ती,more or less,adv
10200,कमर+झुका,walk with a stoop,verb
10201,कमर+टूट,loins or back to be broken: to be feeble or exhausted,verb
10202,कमर+टूट,give way,verb
10203,कमर+टूट,sink,verb
10204,कमर+टूट,lose confidence or courage,verb
10205,कमर+टूट,lose the support of friends,verb
10206,कमर+तोड़,break the back,verb
10207,कमर+थाम,seize  by the waist,verb
10208,कमर+थाम,fig to prosecute a claim,verb
10209,कमर+थाम,support,verb
10210,कमर+थाम,back,verb
10211,कमर+थाम,encourage,verb
10212,कमर+पकड़ना,see ~,noun
10213,कमर+बाँध,get ready,verb
10214,कमर+बाँध,prepare,verb
10215,कमर+बाँध,arm,verb
10216,कमर+मज़बूत+कर,find courage or heart,verb
10217,कमर+रह+जा,loins or back to give way: to have a pain,verb
10218,कमर+रह+जाना,or stiffness,noun
10219,कमर+रह+जाना,in the back,noun
10220,कमर+रह+जाना,or unaccustomed work,noun
10221,कमर+रह+जा,back to be paralysed,verb
10222,कमर+सीधी+कर,stretch oneself out to rest,verb
