	Unnamed: 0	word	meaning	pos
13749	27368	किसब_2	trade_3	noun
13750	27370	क़िसमत_1	see_54	noun
13751	27372	किसान_3	cultivator_1	noun
13752	27376	क़िस्त_1	instalment_1	noun
13753	27380	क़िस्त_2	episode_2	noun
13754	27389	क़िस्म_1	classed_1	noun
13755	27390	क़िस्म_2	classified_1	noun
13756	27394	क़िस्मवार_1	classed_2	noun
13757	27395	क़िस्मवार_2	classified_2	noun
13758	27397	क़िस्मत_1	destiny_3	noun
13759	27398	क़िस्मत_2	lot_4	noun
13760	27399	क़िस्सा_1	tale_4	noun
13761	27400	क़िस्सा_2	story_3	noun
13762	27401	क़िस्सा_3	account_7	noun
13763	27402	क़िस्सा_4	news_2	noun
13764	27404	क़िस्सा_5	business_5	noun
13765	27405	क़िस्सा_6	dispute_9	noun
13766	27406	क़िस्सा_7	quarrel_3	noun
13767	27410	कीक_1	scream_7	noun
13768	27411	कीक_2	cry_3	noun
13769	27418	किचड़_1	mire_6	noun
13770	27419	किचड़_2	ooze_1	noun
13771	27420	कीट_3	sediment_2	noun
13772	27421	कीट_4	dregs_2	noun
13773	27422	कीट_5	microbe_1	noun
13774	27423	कीट_6	germ_1	noun
13775	27424	कीट-नाशक_1	insecticide_1	adj
13776	27425	कीट-विज्ञान_1	entomology_1	noun
13777	27426	कीटाणु_3	microbe_2	noun
13778	27428	कीड़-खाया_1	wormeaten_2	adj
13779	27429	कीड़-खाया_2	decayed_1	noun
13780	27430	कीड़ा_1	insect_1	noun
13781	27431	कीड़ा_2	worm_2	noun
13782	27432	कीड़ा_3	grub_1	noun
13783	27437	कीड़ा+रेशम+का_1	silkwor–_1	noun
13784	27440	कीड़ी_1	worm_3	noun
13785	27442	किन_3	per_1	noun
13786	27445	कीना_3	malice_4	noun
13787	27446	कीना_4	spite_2	noun
13788	27450	कीना+कीन+से_1	maliciously_2	adv
13789	27451	कीन्ह_1	per_2	noun
13790	27452	क़ीमत_1	price_3	noun
13791	27453	क़ीमत_2	value_5	noun
13792	27454	क़ीमत_3	worth_5	noun
13793	27455	क़ीमत_4	cost_1	noun
13794	27459	क़ीमती_1	expensive_1	noun
13795	27460	क़ीमती_2	valuable_1	noun
13796	27461	क़ीमती_3	precious_2	noun
13797	27466	क़ीमा+कर_1	mangle_1	verb
13798	27468	कीमिया_2	chemistry_1	noun
13799	27469	कीर_1	parrot_1	noun
13800	27477	कीर्ति-मान_1	esp_3	noun
13801	27478	कीर्ति-लेखा_1	m_76	noun
13802	27479	कीर्ति-स्तंभ_1	monument_1	verb
13803	27482	कील_8	tack_1	noun
13804	27486	कील_9	core_2	noun
13805	27488	कील-काँटा_1	tools_2	noun
13806	27489	कील-काँटा_2	accessories_1	noun
13807	27490	कील-काँटा_3	getup_1	noun
13808	27491	कील-काँटा_4	attire_1	noun
13809	27493	कील-काँटा_5	scribbling_1	noun
13810	27495	कीलक_4	peg_2	noun
13811	27496	कीलक_5	pin_1	noun
13812	27502	कील_10	silence_3	verb
13813	27506	कीला_1	spike_2	noun
13814	27507	कीला_2	peg_3	noun
13815	27509	कीली_4	peg_4	noun
13816	27510	कीली_5	pivot_1	noun
13817	27514	कीलित_1	pinned_1	adj
13818	27515	कीलित_2	spiked_1	adj
13819	27519	कुँकुआ_1	whimper_2	verb
13820	27523	कुंचित_4	crooked_8	adj
13821	27526	कुंचित_5	contracted_2	adj
13822	27530	कुँजड़न_1	woman_5	noun
13823	27531	कुँजड़न_2	wife_2	noun
13824	27536	कुँजड़ा_1	greengrocer_1	noun
13825	27537	कुँजड़ा_2	fruiterer_1	noun
13826	27540	कुंजर_1	elephant_2	noun
13827	27544	कुंठा_3	bluntness_1	noun
13828	27545	कुंठा_4	dullness_3	noun
13829	27546	कुंठा_5	stupidity_9	noun
13830	27548	कुंठित_4	blunted_1	adj
13831	27550	कुंठित_5	dull_4	adj
13832	27551	कुंठित_6	stup_6	adj
13833	27553	कुंड_4	widemouthed_1	noun
13834	27555	कुंड_5	pit_1	noun
13835	27557	कुंड_6	tank_2	verb
13836	27561	कुंडड़ा_1	heap_6	noun
13837	27562	कुंडड़ा_2	pile_6	noun
13838	27565	कुंडल_2	ring_3	noun
13839	27566	कुंडल_3	hoop_1	noun
13840	27570	कुंडल_4	wire_1	noun
13841	27573	कुंडल_5	circle_2	noun
13842	27574	कुंडल_6	halo_1	noun
13843	27575	कुंडलाकार_1	ringshaped_1	adj
13844	27576	कुंडलाकार_2	coiled_1	noun
13845	27577	कुंडलाकार_3	spiral_1	noun
13846	27582	कुंडली_3	1_33	noun
13847	27583	कुंडली_4	2_26	noun
13848	27587	कुंडली_5	ringlet_1	noun
13849	27588	कुंडली_6	curl_1	noun
13850	27593	कुंडा_2	staple_2	noun
13851	27597	कुंडी_2	staple_3	noun
13852	27598	कुंडी_3	chain_1	noun
13853	27599	कुंडी_4	doorcatch_1	noun
13854	27600	कुंडी_5	bolt_3	noun
13855	27601	कुंडी_6	bar_1	noun
13856	27610	कुंत_1	spear_2	noun
13857	27611	कुंत_2	lance_2	noun
13858	27613	कुंतल_2	lock_2	noun
13859	27618	कुंद_1	blunt_1	adj
13860	27619	कुंद_2	dull_5	noun
13861	27620	कुंद_3	obtuse_2	noun
13862	27621	कुंद_4	lathe_1	noun
13863	27622	कुंद+ज़हन_1	be_2	verb
13864	27624	कुंद+ज़हन_2	stup_7	noun
13865	27625	कुंद+अक़ल+~+हो+जा_1	be_3	verb
13866	27627	कुंद+अक़ल+~+हो+जाना_1	stup_8	noun
13867	27628	कुंद_5	jasmine_2	noun
13868	27633	कुंदन_1	best_7	adj
13869	27640	कुंदा_2	stock_3	noun
13870	27642	कुंदा_3	handle_6	noun
13871	27645	कुंदा_4	stocks_2	noun
13872	27648	कुंदा_5	chopping_1	noun
13873	27649	कुंदा_6	gusset_2	noun
13874	27655	कुंदा+लकड़ी+का_1	1_34	noun
13875	27662	कुंभ_3	waterpot_3	noun
13876	27663	कुंभ_4	jar_2	noun
13877	27668	कुंभकर्ण_1	m_77	noun
13878	27669	कुंभ+-करण_1	m_78	noun
13879	27671	कुंभज_1	adj_49	adj
13880	27676	कुंभार_1	EH_10	noun
13881	27687	कुँवर_3	boy_2	noun
13882	27688	कुँवर_4	youth_2	noun
13883	27695	कुँवरी_1	daughter_3	noun
13884	27696	कुँवरी_2	princess_1	noun
13885	27699	कुँवारपन_1	bachelordom_1	noun
13886	27700	कुँवारा_1	unmarried_1	adj
13887	27705	कु-_1	bad_9	noun
13888	27706	कु-_2	useless_12	noun
13889	27707	कु-_3	defective_4	noun
13890	27729	कुआँ+तेल+का_1	oilwell_1	noun
13891	27731	कुई_1	waterlily_1	noun
13892	27736	कुकड़ी_1	skein_4	noun
13893	27743	कुकर्म_3	misconduct_2	noun
13894	27744	कुकर्म_4	villainy_3	noun
13895	27745	कुकर्म_5	vice_4	noun
13896	27747	कुकर्म_6	fornication_1	noun
13897	27749	कुकर्मी_1	m_79	adj
13898	27753	कुकुरखाँसी_1	whoopingcough_1	noun
13899	27756	कुकुरमुत्ता_2	mushroom_1	noun
13900	27760	कुक्कुटी_1	hen_1	noun
13901	27761	कुक्कुर_1	dog_1	noun
13902	27762	कुक्षि_1	womb_2	noun
13903	27764	कुख्याति_3	disrepute_3	noun
13904	27766	कुच_1	nipple_3	noun
13905	27769	कुचंदन_1	sappanwood_1	noun
13906	27774	कुचक्री_1	plotter_2	noun
13907	27775	कुचक्री_2	conspirator_1	noun
13908	27777	कुचल_3	pound_4	verb
13909	27783	कुचलाई_1	crushing_1	noun
13910	27784	कुचलाई_2	pounding_1	noun
13911	27795	कुचैन_1	unease_4	noun
13912	27796	कुचैन_2	restlessness_9	noun
13913	27797	कुचैन_3	distress_19	noun
13914	27800	कुचैला_1	ragged_1	noun
13915	27801	कुचैला_2	tattered_1	noun
13916	27810	कुछ_7	little_3	noun
13917	27812	कुछ+एक_1	few_5	adj
13918	27813	कुछ+एक_2	somewhat_2	adj
13919	27814	कुछ+एक_3	little_4	adj
13920	27821	कुछ+कर+दे_1	transform_3	verb
13921	27822	कुछ+कर+दे_2	bewitch_1	verb
13922	27836	कुछ+न_1	pron_8	adj
13923	27839	कुछ+न_2	somewhat_3	adj
13924	27840	कुछ+न_3	little_5	adj
13925	27865	कुछ+सब_1	everything_1	noun
13926	27869	कुजात_1	1_35	noun
13927	27874	कुजाति_1	outcaste_1	noun
13928	27877	कुटका_1	piece_6	noun
13929	27878	कुटका_2	fragment_8	noun
13930	27879	कुटकी_1	?_4	noun
13931	27880	कुटकी_2	cutting_11	noun
13932	27882	कुटकी_3	gnat_1	noun
13933	27883	कुटकी_4	separation_6	noun
13934	27884	कुटकी_5	estrangement_3	noun
13935	27887	कुटना_1	pimp_1	noun
13936	27888	कुटना_2	pander_1	noun
13937	27889	कुटना_3	gobetween_1	noun
13938	27891	कुटनाई_1	pimping_1	noun
13939	27892	कुटनाई_2	pandering_1	noun
13940	27894	कुटनापा_1	pimping_2	noun
13941	27895	कुटनापा_2	pandering_2	noun
13942	27898	कुटनी+का+घर_1	brothel_1	noun
13943	27899	कुटम्मस_1	beating_1	noun
13944	27900	कुटम्मस_2	beatingup_1	noun
13945	27903	कुटवाना_1	pounded_1	noun
13946	27905	कुटवाना_2	sē_1	noun
13947	27907	कुटाई_7	bruising_1	noun
13948	27912	कुटिल_5	devious_4	adj
13949	27913	कुटिल_6	guileful_1	adj
13950	27914	कुटिल_7	wicked_10	adj
13951	27923	कुटीर_2	hut_2	noun
13952	27926	कुटुंब_3	relatives_1	noun
13953	27932	कुटुंबी_1	relative_4	adj
13954	27937	कुट्टनी_1	bawd_1	noun
13955	27945	कुठला-सा_1	fat_1	adj
13956	27946	कुठला-सा_2	bulky_1	adj
13957	27947	कुठार_1	axe_1	noun
13958	27948	कुठार_2	hatchet_1	noun
13959	27950	कुठार_3	reg_67	noun
13960	27952	कुठारी_1	hatchet_2	noun
13961	27956	कुठियार_1	storehouse_3	noun
13962	27957	कुठियार_2	granary_5	noun
13963	27962	कुठौर_1	misplaced_1	noun
13964	27963	कुड़क_1	clucking_1	noun
13965	27968	कुड़क_2	murmur_1	verb
13966	27969	कुड़क_3	grumble_1	verb
13967	27970	कुड़क_4	crunch_2	verb
13968	27971	कुड़क_5	munch_1	verb
13969	27973	कुड़कुड़_1	clucking_2	noun
13970	27974	कुड़कुड़ा_1	rumble_3	verb
13971	27975	कुड़कुड़ा_2	grumble_2	verb
13972	27976	कुड़कुड़ा_3	murmur_2	verb
13973	27977	कुड़कुड़ा_4	cackle_1	verb
13974	27978	कुड़कुड़ा_5	cluck_1	verb
13975	27980	कुड़बुड़ा_1	grumble_3	verb
13976	27982	कुड़मा_1	family_6	noun
13977	27983	कुड़मा_2	kindred_1	noun
13978	27984	कुड़मा_3	dependants_1	noun
13979	27985	कुड़मा_4	caste_1	noun
13980	27986	कुड़मा_5	tribe_2	noun
13981	27988	कुड़माई_1	betrothal_1	noun
13982	27992	कुड़ी_1	hut_3	noun
13983	27993	कुड़ी_2	hearth_1	noun
13984	27994	कुड़ुक_1	coil_3	noun
13985	27995	कुड़ुक_2	wire_2	noun
13986	27997	कुड़ुम-+कुड़ुमचोदी_1	incest_1	noun
13987	27998	कुडौल_1	illshaped_1	noun
13988	27999	कुडौल_2	shapeless_1	noun
13989	28000	कुढंग_1	illmannered_3	adj
13990	28001	कुढंग_2	uncouth_10	noun
13991	28002	कुढंग_3	depraved_3	noun
13992	28005	कुढंगा_1	ugly_3	noun
13993	28008	कुढ़न_1	vexation_2	noun
13994	28009	कुढ़न_2	resentment_2	noun
13995	28010	कुढ़न_3	jealousy_4	noun
13996	28011	कुढ़न_4	disgust_3	noun
13997	28012	कुढ़न_5	distress_20	noun
13998	28013	कुढ़न_6	sorrow_6	noun
13999	28014	कुढ़न_7	fretting_1	noun
14000	28019	कुढ़_1	mourn_2	verb
14001	28020	कुढ़_2	fret_2	verb
14002	28022	कुढब_1	illshaped_2	noun
14003	28023	कुढब_2	misshapen_5	noun
14004	28024	कुढब_3	illmannered_4	noun
14005	28025	कुढब_4	uncouth_11	noun
14006	28026	कुढ़ा_1	irritate_3	verb
14007	28028	कुढ़ा_2	tease_1	verb
14008	28029	कुढ़ा_3	worry_3	verb
14009	28030	कुढ़ा_4	molest_3	verb
14010	28031	कुढ़ा_5	distress_21	verb
14011	28032	कुढ़ानी_1	vexing_1	noun
14012	28033	कुढ़ानी_2	annoying_1	noun
14013	28034	कुढ़ानी_3	teasing_1	noun
14014	28038	कुतना_1	produce_10	noun
14015	28042	कुतर_4	peck_2	verb
14016	28049	कुतिया+का+पिल्ला_1	puppy_1	noun
14017	28051	कुतुब_1	pl_9	noun
14018	28053	कुतुब-ख़ाना_1	library_1	noun
14019	28054	क़ुतुब_1	compass_3	noun
14020	28055	क़ुतुबनुमा_1	compass_4	noun
14021	28056	कुतूहल_2	curiosity_2	noun
14022	28059	कुतूहल_3	show_5	noun
14023	28060	कुतूहल_4	spectacle_1	noun
14024	28061	कुतूहल_5	event_1	noun
14025	28062	कुतूहल_6	sport_1	noun
14026	28063	कुतूहली_1	curious_2	adj
14027	28064	कुतूहली_2	inquisitive_1	adj
14028	28066	कुतूहली_3	sportive_1	adj
14029	28069	कुत्ता_3	catch_3	noun
14030	28070	कुत्ता_4	pawl_1	noun
14031	28071	कुत्ता_5	trigger_1	noun
14032	28072	कुत्ता_6	latch_1	noun
14033	28075	कुत्ती_1	bitch_1	noun
14034	28076	कुत्सा_2	censure_4	noun
14035	28077	कुत्सा_3	calumny_3	noun
14036	28078	कुत्सा_4	contempt_4	noun
14037	28079	कुत्सित_4	blamed_1	adj
14038	28080	कुत्सित_5	censured_2	adj
14039	28081	कुत्सित_6	base_20	adj
14040	28083	कुथरा_1	rotting_1	noun
14041	28084	कुथरा_2	filth_2	noun
14042	28086	कुदक_1	leap_5	verb
14043	28087	कुदक_2	jump_1	verb
14044	28088	कुदक_3	caper_1	verb
14045	28089	कुदक_4	gambol_2	verb
14046	28090	कुदक्कड़ा_1	caper_2	noun
14047	28091	कुदक्कड़ा_2	frisking_1	noun
14048	28092	कुदक्कड़ा_3	gambolling_2	noun
14049	28094	क़ुदरत_1	creation_2	noun
14050	28095	क़ुदरत_2	nature_2	noun
14051	28097	क़ुदरती_1	natural_3	noun
14052	28098	क़ुदरती_2	innate_4	noun
14053	28099	क़ुदरती_3	instinctive_1	noun
14054	28107	कुदाई_1	jumping_1	noun
14055	28110	कुदान+भर_1	make_7	verb
14056	28112	कुदान+भरना_1	jump_2	noun
14057	28113	कुदान+मार_1	make_8	verb
14058	28115	कुदान+मारना_1	jump_3	noun
14059	28117	कुदा_1	spur_12	verb
14060	28118	कुदा_2	dandle_1	verb
14061	28119	कुदा_3	bounce_1	verb
14062	28120	कुदाल_3	grubhoe_1	noun
14063	28121	कुदाल_4	spade_1	noun
14064	28129	क़ुद्दूस_1	pure_9	adj
14065	28130	क़ुद्दूस_2	holy_1	noun
14066	28136	कुनबा_3	kindred_2	noun
14067	28140	कुनबा+कुनबे+का_1	m_80	noun
14068	28141	कुनबा+कुनबे+का_2	relative_5	noun
14069	28142	कुनबा+की_1	m_81	noun
14070	28143	कुनबा+की_2	relative_6	noun
14071	28144	कुनबा+कुनबेवाला_1	relative_7	noun
14072	28146	कुनमुना_1	whine_1	verb
14073	28147	कुनमुना_2	whimper_3	verb
14074	28150	कुनमुना_3	demur_1	verb
14075	28151	कुनह_1	grudge_2	noun
14076	28152	कुनह_2	spite_3	noun
14077	28153	कुनह_3	malice_5	noun
14078	28154	कुनही_1	spiteful_2	adj
14079	28155	कुनही_2	vindictive_1	noun
14080	28156	कुनाई_1	bit_3	noun
14081	28157	कुनाई_2	corner_1	noun
14082	28158	कुनाई_3	scrap_3	noun
14083	28160	कुनामी_1	infamous_4	adj
14084	28161	कुनामी_2	disreputable_5	adj
14085	28163	कुप_1	pile_7	noun
14086	28164	कुप_2	straw_3	noun
14087	28165	कुप_3	stack_1	noun
14088	28166	कुप_4	heap_7	noun
14089	28170	कुपढ़_1	illiterate_3	adj
14090	28171	कुपढ़_2	uneducated_4	noun
14091	28174	कुपथ_1	conduct_2	noun
14092	28177	कुपथगामी_1	depraved_4	adj
14093	28178	कुपथगामी_2	immoral_3	adj
14094	28182	कुपात्र_1	unworthy_3	adj
14095	28184	कुपित_4	angered_2	adj
14096	28192	कुप्पा+हो+जा_1	swell_6	verb
14097	28193	कुप्पा+मुँह_1	sulk_1	verb
14098	28194	कुप्पा+बनाए+बैठ_1	sulk_2	verb
14099	28200	कुफ़र_1	impiety_4	noun
14100	28202	कुफ़रान_1	blasphemy_1	noun
14101	28204	कुफ़राना_1	impiously_1	noun
14102	28206	क़ुफ़्ल_1	lock_3	noun
14103	28209	कुबड़ा_1	hunchbacked_1	adj
14104	28210	कुबड़ा_2	crooked_9	noun
14105	28211	कुबड़ा_3	deformed_3	noun
14106	28212	कुबड़ा_4	hunchback_1	noun
14107	28214	कुबुद्धि_4	foolish_14	adj
14108	28216	कुबुद्धि_5	stupidity_10	adj
14109	28217	कुबुद्धि_6	wickedness_6	adj
14110	28218	कुब्ज_1	hunchbacked_2	adj
14111	28219	कुब्ज_2	crooked_10	adj
14112	28220	कुब्ज_3	deformed_4	adj
14113	28222	कुब्बा_1	hunchbacked_3	noun
14114	28223	कुब्बा_2	crooked_11	noun
14115	28224	कुब्बा_3	deformed_5	noun
14116	28227	कुमंत्रणा_1	intrigue_4	noun
14117	28228	कुमक_3	reinforcements_1	noun
14118	28229	कुमक_4	assistance_5	noun
14119	28230	कुमक_5	help_4	noun
14120	28231	कुमक_6	aid_2	noun
14121	28232	कुमक_7	support_20	noun
14122	28233	कुमक+दे_1	reinforce_1	verb
14123	28234	कुमक+दे_2	aid_3	verb
14124	28236	कुमक+को_1	reinforce_2	verb
14125	28237	कुमक+को_2	aid_4	verb
14126	28245	कुमति_3	stupidity_11	adj
14127	28246	कुमति_4	folly_5	adj
14128	28247	कुमति_5	wicked_11	adj
14129	28248	कुमति_6	vicious_2	adj
14130	28249	कुमति_7	cruel_6	adj
14131	28250	कुमति_8	stup_9	adj
14132	28252	कुमया_1	severity_3	noun
14133	28254	क़ुमरी_1	woodpigeon_1	noun
14134	28255	कुमार_1	youth_3	noun
14135	28258	कुमार_2	child_3	noun
14136	28259	कुमार_3	boy_3	noun
14137	28262	कुमारपन_1	youthfulness_1	noun
14138	28263	कुमारपन_2	bachelorhood_1	noun
14139	28270	कुमुदिनी_2	lotus_6	noun
14140	28274	कुमैत_1	baycoloured_1	adj
14141	28277	कुम्हलाई_1	fading_1	noun
14142	28278	कुम्हलाई_2	withering_1	noun
14143	28279	कुम्हलाई_3	drooping_1	noun
14144	28280	कुम्हलाई_4	blighted_1	noun
14145	28282	कुम्हलाई_5	state_5	noun
14146	28286	कुम्हला_5	droop_1	verb
14147	28288	कुम्हलाना_1	scorched_1	noun
14148	28289	कुम्हलाना_2	frosted_1	noun
14149	28293	कुम्हला_6	blight_1	verb
14150	28303	कुम्हारी_1	pottery_1	noun
14151	28307	कुरंड_1	whetstone_1	noun
14152	28308	क़ुरक़ी_1	see_55	adj
14153	28310	कुरकुट_1	crumbs_1	noun
14154	28311	कुरकुट_2	fragments_1	noun
14155	28313	कुरकुटा_1	crumbs_2	noun
14156	28314	कुरकुटा_2	fragments_2	noun
14157	28317	कुरकुरा_2	dry_7	adj
14158	28318	कुरकुरा_3	brittle_1	adj
14159	28322	कुरती_5	brassiere_3	noun
14160	28323	क़ुरबान_1	sacrifice_4	noun
14161	28324	क़ुरबान_2	offering_3	noun
14162	28325	क़ुरबान_3	devotion_5	noun
14163	28326	क़ुरबान+कर_1	sacrifice_5	verb
14164	28327	क़ुरबान+कर_2	devote_3	verb
14165	28332	क़ुरबानी_1	sacrificed_2	adj
14166	28333	क़ुरबानी_2	devoted_4	noun
14167	28334	क़ुरबानी_3	sacrifice_6	noun
14168	28335	क़ुरबानी_4	victim_1	noun
14169	28336	क़ुरबानी+कर_1	sacrifice_7	verb
14170	28337	क़ुरबानी+की_1	sacrifice_8	verb
14171	28342	कुरमुर_1	rumbling_1	noun
14172	28345	कुरल_1	call_3	verb
14173	28346	कुरल_2	warble_1	verb
14174	28347	कुरलाना_1	reg_68	noun
14175	28352	कुरसी_2	seat_1	noun
14176	28353	कुरसी_3	throne_2	noun
14177	28354	कुरसी_4	bench_1	noun
14178	28355	कुरसी_5	base_21	noun
14179	28357	कुरसी_6	plinth_1	noun
14180	28358	कुरसी_7	genealogy_1	noun
14181	28363	कुरसी+देना_1	seat_2	noun
14182	28365	कुरसी+को_1	seat_3	noun
14183	28372	क़ुरान_1	Qur'ān_1	noun
14184	28382	कुरिया_1	proprietress_1	noun
14185	28383	कुरिया-रूपी_1	ladylike_1	adj
14186	28386	कुरियाल_1	tranquillity_3	noun
14187	28387	कुरियाल_2	security_4	noun
14188	28388	कुरियाल_3	confidence_2	noun
14189	28393	कुरीज़+कर_1	moult_1	verb
14190	28394	कुरीति_1	misconduct_3	noun
14191	28404	कुरुचि_1	perversion_1	noun
14192	28405	कुरुचि_2	distaste_2	noun
14193	28406	कुरुचि_3	aversion_4	noun
14194	28407	कुरुल_1	curl_2	noun
14195	28408	कुरुल_2	lock_4	noun
14196	28409	कुरुविल्ल_1	ruby_2	noun
14197	28410	कुरुविल्व_1	ruby_3	noun
14198	28411	कुरूप_4	illformed_2	adj
14199	28412	कुरूप_5	deformed_6	adj
14200	28414	कुरूप_6	deformity_1	adj
14201	28415	कुरूप_7	ugliness_2	adj
14202	28416	कुरूपता_1	ugliness_3	noun
14203	28419	कुरेद_4	scrape_2	verb
14204	28420	कुरेद_5	scratch_2	verb
14205	28422	कुरेद_6	stir_3	verb
14206	28423	कुरेद_7	preen_1	verb
14207	28431	दाँत-कुरेदनी_1	toothpick_1	noun
14208	28433	कुरेलना_1	reg_69	noun
14209	28434	कुरेलनी_1	reg_70	noun
14210	28437	क़ुर्क़_1	confiscated_1	adj
14211	28438	क़ुर्क़_2	attached_4	adj
14212	28439	क़ुर्क़+कर_1	seize_4	verb
14213	28440	क़ुर्क़+कर_2	attach_1	verb
14214	28442	क़ुर्क़-अमीन_1	bailiff_2	noun
14215	28444	क़ुर्क़ी_1	attachment_3	noun
14216	28452	क़ुर्बान_1	see_56	noun
14217	28456	कुर्री_1	gristle_1	noun
14218	28457	कुर्री_2	cartilage_1	noun
14219	28458	कुर्सी_3	see_57	noun
14220	28459	कुल_7	herd_1	noun
14221	28460	कुल_8	troop_1	noun
14222	28461	कुल_9	multitude_2	noun
14223	28462	कुल_10	~_14	noun
14224	28464	कुल_11	family_7	noun
14225	28465	कुल_12	house_5	noun
14226	28470	कुल+का_1	caste_2	noun
14227	28473	कुल-उछाल_1	m_82	noun
14228	28485	कुल-तंत्र_1	oligarchy_1	noun
14229	28497	कुल-नाम_1	'surname'_1	noun
14230	28501	कुल-पति_1	patriarch_1	noun
14231	28502	कुल-पति_2	chancellor_1	noun
14232	28504	कुल-परिवार_1	family_8	noun
14233	28510	कुलवान˚-वती_1	f_61	noun
14234	28512	कुलाचार_1	caste_3	noun
14235	28516	कुलाधिपति_1	chancellor_2	noun
14236	28523	कुलंग_1	crane_1	noun
14237	28527	कुलकुला_2	giggle_1	verb
14238	28529	कुलकुली_1	restlessness_10	noun
14239	28530	कुलकुली_2	fidgetiness_2	noun
14240	28531	कुलकुली_3	giggling_1	noun
14241	28532	कुलकुली_4	itching_2	noun
14242	28542	क़ुलफ़ी_1	mould_2	noun
14243	28543	क़ुलफ़ी_2	icecream_1	noun
14244	28545	कुलबुला_3	fidget_2	verb
14245	28547	कुलबुला_4	writhe_3	verb
14246	28550	कुलबुला_5	itch_1	verb
14247	28552	कुलबुला_6	rumble_4	verb
14248	28555	कुलबुलाहट_6	fidgeting_1	noun
14249	28558	कुलबुलाहट_7	itchiness_1	noun
14250	28559	कुलबुलाहट_8	irritation_2	noun
14251	28561	कुलबुलाहट_9	distress_22	noun
14252	28562	कुलह_1	hood_1	noun
14253	28563	कुलह_2	cowl_1	noun
14254	28566	कुलाँच_4	bounce_2	noun
14255	28568	कुलाँचें_1	bound_6	verb
14256	28569	कुलाँचें_2	skip_1	verb
14257	28571	कुलाँच+भर_1	bound_7	verb
14258	28572	कुलाँच+भर_2	skip_2	verb
14259	28574	क़ुलाबा_1	hook_4	noun
14260	28576	क़ुलाबा_2	link_2	noun
14261	28577	क़ुलाबा_3	hasp_1	noun
14262	28578	क़ुलाबा_4	hinge_2	noun
14263	28579	क़ुलाबा_5	handle_7	noun
14264	28581	कुलाल_1	potter_1	noun
14265	28582	कुलाह_1	hat_1	noun
14266	28583	कुलाह_2	cap_1	noun
14267	28584	कुलाह_3	hood_2	noun
14268	28587	कुलिया_1	tall_6	noun
14269	28590	क़ुली_1	porter_1	noun
14270	28591	क़ुली_2	labourer_1	noun
14271	28593	क़ुलीगीरी_1	portering_1	noun
14272	28594	क़ुलीगीरी_2	labouring_1	noun
14273	28599	कुलीनता_2	rank_8	noun
14274	28602	कुल्या_1	channel_4	noun
14275	28603	कुल्या_2	stream_2	noun
14276	28605	कुल्ला_3	gargling_1	noun
14277	28607	कुल्ला+कर_1	gargle_1	verb
14278	28614	कुल्ली_1	gargling_2	noun
14279	28616	कुल्ली+कर_1	gargle_2	verb
14280	28619	कुल्हाड़ा_1	axe_2	noun
14281	28620	कुल्हाड़ी_1	hatchet_3	noun
14282	28624	कुवलय_1	nightlotus_1	noun
14283	28625	कुवलय_2	earth_5	noun
14284	28626	कुवलय_3	globe_1	noun
14285	28636	क़ुव्वत_1	strength_2	noun
14286	28637	क़ुव्वत_2	power_10	noun
14287	28638	कुश_1	grass_3	noun
14288	28643	कुशल_8	expert_2	adj
14289	28644	कुशल_9	healthy_5	adj
14290	28645	कुशल_10	happy_3	adj
14291	28646	कुशल_11	prosperous_8	adj
14292	28647	कुशल_12	health_6	adj
14293	28648	कुशल_13	wellbeing_4	adj
14294	28650	कुशल_14	safety_2	adj
14295	28651	कुशल_15	happiness_3	adj
14296	28652	कुशल_16	prosperity_6	adj
14297	28657	कुशल-आनंद_1	welfare_1	noun
14298	28658	कुशल-आनंद_2	prosperity_7	noun
14299	28661	कुशलपूर्वक_1	safely_1	adj
14300	28662	कुशलपूर्वक_2	successfully_1	adj
14301	28663	कुशलपूर्वक_3	skilfully_1	adj
14302	28668	कुशलता_5	skilfulness_2	noun
14303	28669	कुशलता_6	expertness_1	noun
14304	28671	कुशलता_7	wellbeing_5	noun
14305	28672	कुशलता_8	welfare_2	noun
14306	28676	-कुशा+दिलकुशा_1	heartexpanding_1	adj
14307	28677	-कुशा+दिलकुशा_2	delightful_2	adj
14308	28681	कुशील_1	rude_4	adj
14309	28682	कुशील_2	uncouth_12	adj
14310	28688	कुशीलता_1	manners_3	noun
14311	28689	कुश्तम-कुश्ता_1	brawl_2	noun
14312	28690	कुश्तम-कुश्ता_2	fracas_1	noun
14313	28692	कुश्ती_3	wrestler_3	noun
14314	28693	कुश्ती+कर_1	wrestle_1	verb
14315	28694	कुश्ती+कर_2	struggle_3	verb
14316	28695	कुश्ती+खेल_1	wrestle_2	verb
14317	28696	कुश्ती+खेल_2	struggle_4	verb
14318	28699	कुश्ती+बद_1	agree_2	verb
14319	28702	कुश्ती+से_1	agree_3	verb
14320	28710	कुश्तीगर_1	wrestler_4	noun
14321	28711	कुश्तीबाज़_1	wrestler_5	noun
14322	28712	कुष्ठ_1	leprosy_1	noun
14323	28713	कुष्ठ-रोग_1	leprosy_2	noun
14324	28714	कुष्ठ-रोग˚ई_1	leper_1	noun
14325	28715	कुष्ठित_1	leprous_1	adj
14326	28725	कुसलात_1	wellbeing_6	noun
14327	28726	कुसलात_2	prosperity_8	noun
