	word	meaning	pos
10673	आकंप_2	trembling_1	noun
10674	आकंपन_1	shaking_2	noun
10675	आकंपन_2	trembling_2	noun
10676	आकंपित_1	shaking_3	adj
10677	आकंपित_2	trembling_3	adj
10681	आकर_1	mine_1	noun
10683	आकर_2	store_2	noun
10684	आकर_3	treasury_1	noun
10685	आकर_4	type_1	noun
10686	आकर_5	variety_2	noun
10688	आकरी_1	excavating_1	noun
10689	आकर्ष_1	attraction_2	noun
10690	आकर्ष_2	fascination_1	noun
10691	आकर्ष_3	attraction_3	noun
10692	आकर्ष_4	lodestone_1	noun
10693	आकर्ष_5	magnet_1	noun
10694	आकर्षक_1	drawing_3	adj
10695	आकर्षक_2	attracting_1	adj
10696	आकर्षक_3	attractive_2	adj
10697	आकर्षण_1	attracting_2	noun
10698	आकर्षण_2	attraction_4	noun
10699	आकर्षण_3	attractiveness_2	noun
10700	आकर्षण_4	charm_6	noun
10701	आकर्षणपरिधि_1	f_21	noun
10703	आकर्षण-शक्ति_1	charm_7	noun
10705	आकर्षित_1	drawn_3	adj
10706	आकर्षित_2	attracted_1	adj
10707	आकर्षित_3	fascinated_1	adj
10709	आकलन_1	collection_2	noun
10710	आकलन_2	appraisal_2	noun
10711	आकलन_3	evaluation_1	noun
10712	आकला_1	peevish_1	noun
10713	आकली_1	agitation_2	noun
10714	आकली_2	motion_1	noun
10715	आकली_3	nausea_1	noun
10716	आकस्मिक_1	unexpected_5	adj
10717	आकस्मिक_2	sudden_2	adj
10718	आकस्मिक_3	casual_1	adj
10723	आकस्मिकता_1	suddenness_1	noun
10726	आकस्मिकता_2	contingency_1	noun
10729	आकांक्षा_1	wish_3	noun
10730	आकांक्षा_2	desire_7	noun
10731	आकांक्षा_3	ambition_1	noun
10732	आकांक्षा_4	intention_2	noun
10733	आकांक्षा_5	hope_6	noun
10734	आकांक्षा_6	expectation_1	noun
10737	आकांक्षित_1	desired_5	adj
10739	आकांक्षित_2	expected_2	adj
10740	आकांक्षी_1	desirous_3	adj
10741	आकांक्षी_2	aspiring_1	adj
10742	आकांक्षी_3	hopeful_1	adj
10743	आकांक्षी_4	expecting_1	adj
10747	आक़ा_1	see_18	noun
10748	आकार_1	appearance_2	noun
10749	आकार_2	form_1	noun
10750	आकार_3	shape_1	noun
10751	आकार_4	statue_1	noun
10752	आकार_5	expression_2	noun
10753	आकार_6	type_2	noun
10754	आकार_7	way_1	noun
10755	आकार_8	manner_4	noun
10756	आकार_9	size_1	noun
10757	आकार_10	bulk_1	noun
10758	आकार_11	format_1	noun
10759	आकार-पत्र_1	form_2	noun
10760	आकार-पत्र_2	proforma_1	noun
10761	आकार-प्रकार_1	appearance_3	noun
10762	आकार-प्रकार_2	form_3	noun
10763	आकार-प्रकार_3	type_3	noun
10764	आकार-प्रकार_4	size_2	noun
10765	आकार-प्रकार_5	dimensions_1	noun
10766	आकार-प्रकार_6	ways_1	noun
10767	आकार-प्रकार_7	nature_1	noun
10768	आकार-रेखन_1	sketching_1	noun
10769	आकार-रेखन_2	outlining_2	noun
10770	आकार-रेखा_1	sketch_1	noun
10771	आकार-रेखा_2	outline_2	noun
10772	आकार-विज्ञान_1	m_31	noun
10773	आकारहीन_1	formless_3	adj
10774	आकारहीन_2	amorphous_1	adj
10777	आकारण_1	invitation_1	noun
10779	आकारित_1	sketched_1	adj
10780	आकारित_2	outlined_2	adj
10782	आकारी_1	wellbuilt_1	adj
10783	आकारी_2	shapely_1	adj
10784	आकाश_1	space_3	noun
10786	आकाश_2	air_2	noun
10787	आकाश_3	cosmos_2	noun
10791	आकाश+चूम_1	kiss_1	verb
10795	आकाश+छू_1	kiss_2	verb
10800	आकाश+पर+दिया+जलाना_1	2_13	noun
10806	आकाश+बाँध_1	romance_2	verb
10815	आकाशचारी_1	bird_1	adj
10816	आकाश-चोटी_1	zenith_1	noun
10821	आकाश-धुरी_1	f_22	noun
10824	आकाश-बेल_1	parasite_1	noun
10826	आकाशवर्ण_1	skyblue_1	adj
10828	आकाशवाणी_1	radio_1	noun
10835	आकाशी_1	heavenly_1	adj
10837	आकाशी_2	celestial_1	adj
10838	आकाशी_3	atmospheric_1	adj
10839	आकाशी_4	aerial_1	adj
10841	आकिंचन_1	poverty_3	noun
10842	आकिंचन_2	povertystricken_3	adj
10843	आकिंचन्य_1	poverty_4	noun
10844	आकुल_1	agitated_2	adj
10845	आकुल_2	anxious_3	adj
10846	आकुल_3	eager_1	adj
10847	आकुल_4	uneasy_3	adj
10848	आकुल_5	confused_6	adj
10849	आकुल_6	distressed_2	adj
10851	आकुलता_1	distress_3	noun
10853	आकुलित_1	:_1	adj
10854	आकृति_1	form_4	noun
10855	आकृति_2	shape_2	noun
10856	आकृति_3	likeness_1	noun
10857	आकृति_4	image_2	noun
10859	आकृति_5	features_1	noun
10860	आकृति_6	shape_3	noun
10861	आकृति_7	figure_4	noun
10862	आकृति-प्रधान_1	formalistic_1	adj
10865	आक्रम_1	ascending_1	noun
10866	आक्रम_2	invading_1	noun
10867	आक्रम_3	invasion_1	noun
10868	आक्रम_4	seizing_1	noun
10869	आक्रमण_1	attack_3	noun
10870	आक्रमण_2	aggression_1	noun
10871	आक्रमण_3	invasion_2	noun
10872	आक्रमण+कर_1	attack_4	verb
10873	आक्रमण+पर_1	attack_5	verb
10875	आक्रमणकारक_1	assault_2	adj
10876	आक्रमणकारक_2	aggressive_1	adj
10877	आक्रमणकारक_3	hostile_3	adj
10878	आक्रमणकारक˚-कारी_1	attacking_1	adj
10879	आक्रमणकारक˚-कारी_2	aggressive_2	adj
10880	आक्रमणकारक˚-कारी_3	aggressor_1	adj
10881	आक्रमणकारक˚-कारी_4	invader_1	adj
10884	आक्रमणशील_1	hostile_4	adj
10885	आक्रमित_1	attacked_1	adj
10886	आक्रम्य_1	liable_1	adj
10887	आक्रम्य_2	predisposed_1	verb
10888	आक्रम्यता_1	predisposition_1	verb
10889	आक्रांत_1	attacked_2	adj
10890	आक्रांत_2	assailed_1	adj
10891	आक्रांत_3	beleaguered_1	adj
10892	आक्रांत_4	overpowered_1	adj
10893	आक्रांत_5	agitated_3	adj
10894	आक्रांति_1	rising_2	noun
10895	आक्रांति_2	mounting_1	noun
10896	आक्रांति_3	attack_6	noun
10897	आक्रांति_4	assault_3	noun
10898	आक्रांति_5	overpowering_1	noun
10899	आक्रामक_1	attacking_2	adj
10900	आक्रामक_2	aggressive_3	adj
10901	आक्रामक_3	aggressor_2	adj
10902	आक्रोश_1	scolding_1	noun
10903	आक्रोश_2	abuse_3	noun
10908	आक्षेप_1	implication_1	noun
10911	आक्षेपक_1	critical_1	adj
10912	आक्षेपक_2	condemnatory_1	adj
10916	आखत_1	EH_4	noun
10919	आख़िर_1	last_4	adj
10920	आख़िर_2	final_3	noun
10921	आख़िर_3	latter_2	noun
10924	आख़िर_4	eventually_1	noun
10927	आख़िर_5	end_6	noun
10928	आख़िर_6	outcome_3	noun
10934	आख़िर+हो_1	die_5	verb
10936	आख़िरी_1	last_5	noun
10937	आख़िरी_2	final_4	noun
10939	आख़िरी_3	latter_3	noun
10940	आख़िरी_4	final_5	noun
10941	आख़िरी_5	irrevocable_2	noun
10947	आखु_1	mouse_1	noun
10948	आखु_2	rat_1	noun
10949	आखेट_1	hunting_2	noun
10950	आखेट_2	chase_1	noun
10951	आखेट_3	fright_1	noun
10952	आखेट_4	terror_1	noun
10953	आखेट+कर_1	hunt_1	verb
10954	आखेटक_1	hunter_2	noun
10956	आखेटिक_1	hunting_3	adj
10957	आखेटिक_2	chasing_1	adj
10960	आखेटी_1	hunter_3	noun
10962	आख़ोर_1	refuse_2	noun
10963	आख़ोर_2	leavings_1	noun
10964	आख़ोर_3	litter_1	noun
10965	आख़ोर_4	filth_1	noun
10966	आख़ोर_5	decaying_1	adj
10967	आख़ोर_6	rotten_1	noun
10968	आख़ोर_7	trashy_1	noun
10969	आख्या_1	name_1	noun
10970	आख्या_2	title_4	noun
10971	आख्या_3	fame_1	noun
10972	आख्या_4	renown_1	noun
10973	आख्या_5	account_2	noun
10974	आख्या_6	report_2	noun
10975	आख्यात_1	declared_1	adj
10977	आख्यात_2	uttered_1	adj
10978	आख्यात_3	named_2	adj
10980	आख्याता_1	narrator_1	noun
10982	आख्याति_1	report_3	noun
10984	आख्याति_2	renown_2	noun
10985	आख्यान_1	tale_2	noun
10986	आख्यान_2	account_3	noun
10987	आख्यान_3	narrative_3	noun
10989	आख्यानक_1	c_9	noun
10990	आख्यानक-गीति_1	ballad_1	noun
10991	आख्यानिक_1	legendary_1	adj
10992	आख्यापित_1	announced_1	adj
10993	आगंतुक_1	newcomer_1	noun
10994	आग_1	fire_3	noun
10995	आग_2	fire_4	noun
10996	आग_3	flame_5	noun
10997	आग_4	heat_6	noun
10998	आग_5	passion_2	noun
10999	आग_6	anger_5	noun
11000	आग_7	pangs_1	noun
11001	आग_8	jealousy_2	noun
11002	आग_9	grief_4	noun
11003	आग_10	lust_2	noun
11004	आग_11	quarrel_2	noun
11005	आग_12	illwill_4	noun
11007	आग_13	fire_5	noun
11010	आग_14	brow_1	noun
11017	आग+का+पुतला_1	energetic_1	noun
11028	आग+दिखा_1	warm_2	verb
11029	आग+दिखा_2	dry_3	verb
11031	आग+को_1	warm_3	verb
11032	आग+को_2	dry_4	verb
11037	आग+दे_1	consume_1	verb
11038	आग+दे_2	destroy_1	verb
11042	आग+को_3	consume_2	verb
11043	आग+को_4	destroy_2	verb
11046	आग+पड़ना_1	season_1	noun
11055	आग+फाँक_1	fabricate_1	verb
11060	आग+बरसा_1	bombard_1	verb
11063	आग+पर_1	bombard_2	verb
11067	आग+बुझा_1	satisfy_2	verb
11068	आग+बुझाना_1	thirst_1	noun
11069	आग+बुझा_2	pacify_1	verb
11070	आग+बुझा_3	assuage_1	verb
11079	आग+में+पानी+डाल_1	pacify_2	verb
11084	आग+लग_1	smart_1	verb
11089	आग+लग_2	wither_1	verb
11094	आग+में_1	smart_2	verb
11099	आग+में_2	wither_2	verb
11104	आग+लगा_1	burn_2	verb
11105	आग+लगा_2	kindle_1	verb
11109	आग+लगा_3	destroy_3	verb
11110	आग+लगा_4	discard_1	verb
11111	आग+लगा_5	squander_3	verb
11117	आग+में_3	burn_3	verb
11118	आग+में_4	kindle_2	verb
11122	आग+में_5	destroy_4	verb
11123	आग+में_6	discard_2	verb
11124	आग+में_7	squander_4	verb
11130	आग+को_5	burn_4	verb
11131	आग+को_6	kindle_3	verb
11135	आग+को_7	destroy_5	verb
11136	आग+को_8	discard_3	verb
11137	आग+को_9	squander_5	verb
11146	आग+सुलगा_1	incite_1	verb
11151	आगजनी_1	arson_1	noun
11157	आग-बोट_1	steamer_1	noun
11159	आगत_1	arrived_2	adj
11160	आगत_2	present_5	adj
11161	आगत_3	happened_1	adj
11162	आगत_4	newcomer_2	adj
11163	आगत_5	guest_3	adj
11165	आगत-सत्कार_1	hospitality_2	noun
11167	आगत-स्वागत_1	hospitality_3	noun
11168	आगत_6	income_1	noun
11169	आगत_7	wealth_3	noun
11170	आगत_8	courtesy_2	noun
11171	आगत_9	consideration_4	noun
11172	आगति_1	arrival_4	noun
11173	आगम_1	coming_5	noun
11174	आगम_2	approach_3	noun
11175	आगम_3	entry_1	noun
11176	आगम_4	appearance_4	noun
11177	आगम_5	future_8	noun
11178	आगम_6	hereafter_2	noun
11179	आगम_7	document_1	noun
11180	आगम_8	deed_2	noun
11181	आगम_9	income_2	noun
11183	आगम+बाँध_1	foretell_1	verb
11185	आगम+बात_1	prophecy_1	noun
11186	आगम-पत्र_1	titledeed_1	noun
11188	आगम-वक्ता_1	astrologist_1	noun
11190	आगमन_1	coming_6	noun
11191	आगमन_2	arrival_5	noun
11192	आगमन_3	approach_4	noun
11193	आगमन_4	appearance_5	noun
11194	आगमन_5	origin_2	noun
11195	आगमन_6	induction_1	noun
11197	आगमनात्मक_1	inductive_1	adj
11198	आगमित_1	learned_2	adj
11199	आगमित_2	mastered_1	adj
11200	आगर_1	mine_2	noun
11201	आगर_2	saltpit_1	noun
11202	आगर_3	store_3	noun
11203	आगर_4	treasury_2	noun
11205	आगर_5	abode_2	noun
11207	आगा_1	front_7	noun
11208	आगा_2	forepart_2	noun
11209	आगा_3	prow_2	noun
11210	आगा_4	van_1	noun
11211	आगा_5	forehead_2	noun
11212	आगा_6	face_2	noun
11213	आगा_7	genitalia_1	noun
11214	आगा_8	assault_4	noun
11215	आगा_9	onset_1	noun
11217	आगा_10	future_9	noun
11222	आगा-तागा+ले_1	question_3	verb
11225	आगा-पीछा_1	circumstances_3	noun
11226	आगा-पीछा_2	hesitation_3	noun
11227	आगा-पीछा_3	vacillations_1	noun
11228	आगा-पीछा+कर_1	hesitate_4	verb
11234	आग़ा_1	owner_1	noun
11238	आग़ाज़_1	beginning_6	noun
11239	आगामी_1	coming_7	adj
11240	आगामी_2	impending_2	adj
11241	आगामी_3	future_10	adj
11242	आगार_1	dwelling_1	noun
11243	आगार_2	house_2	noun
11245	आगार_3	hall_1	noun
11246	आगार_4	chamber_1	noun
11247	आगार_5	receptacle_1	noun
11248	आगार_6	store_4	noun
11249	आगार_7	treasury_3	noun
11250	आगारी_1	reg_17	noun
11252	आगाह_1	acquainted_1	noun
11253	आगाह_2	forewarned_1	noun
11254	आगाह_3	knowing_1	noun
11255	आगाह_4	wellinformed_1	noun
11256	आगाह+कर_1	inform_1	verb
11257	आगाह+को_1	inform_2	verb
11258	आगाही_1	information_1	noun
11259	आगाही_2	knowledge_3	noun
11260	आगाही_3	foreknowledge_1	noun
11261	आगाही+हो_1	learn_1	verb
11263	आगी_1	metr_3	noun
11264	आगुआ_1	pommel_1	noun
11265	आगुआ_2	sword_2	noun
11268	आगे_1	ahead_2	noun
11269	आगे_2	further_2	noun
11271	आगे_3	confronting_1	noun
11272	आगे_4	opposite_1	noun
11276	आगे_5	again_1	noun
11278	आगे_6	next_3	noun
11279	आगे_7	afterwards_1	noun
11280	आगे_8	later_2	noun
11281	आगे_9	previously_2	noun
11282	आगे_10	first_6	noun
11283	आगे_11	already_1	noun
11284	आगे_12	formerly_1	noun
11285	आगे_13	furthermore_1	noun
11287	आगे+आ_1	approach_5	verb
11288	आगे+आ_2	confront_1	verb
11293	आगे+का+उठा+खानेवाला_1	hangeron_1	noun
11294	आगे+का+उठा+खानेवाला_2	dependant_4	noun
11295	आगे+का+कपड़ा_1	veil_2	noun
11298	आगे+का+क़दम+पीछे+पड़_1	recoil_1	verb
11301	आगे+को_1	ahead_3	adv
11310	आगे+बढ़ं_1	progress_4	verb
11312	आगे+बढ़ं_2	surpass_1	verb
11318	आगे+पीछे_1	straggling_1	adv
11320	आगे+पीछे_2	surrounded_1	adv
11323	आगे+से_1	beforehand_2	adv
11330	आग़ोश_1	embrace_14	noun
11332	आग्नेय_1	fiery_1	adj
11333	आग्नेय_2	glowing_1	adj
11334	आग्नेय_3	volcanic_1	adj
11335	आग्नेय_4	igneous_1	adj
11336	आग्नेय_5	incendiary_1	adj
11337	आग्नेय_6	southeastern_1	adj
11338	आग्नेय+अस्त्र_1	firearm_2	noun
11339	आग्नेय+काँच_1	burningglass_1	noun
11342	आग्रह_1	insistence_1	noun
11343	आग्रह_2	pertinacity_1	noun
11344	आग्रह_3	assiduity_2	noun
11345	आग्रह_4	zeal_1	noun
11346	आग्रह_5	enthusiasm_1	noun
11347	आग्रह+कर_1	insist_1	verb
11348	आग्रह+से_1	zealously_1	adv
11349	आग्रहपूर्ण_1	insistent_2	adj
11350	आग्रहपूर्ण_2	assiduous_2	adj
11352	आग्रहपूर्वक_1	insistently_1	adv
11353	आग्रहपूर्वक_2	assiduously_1	adv
11358	आघात_1	blow_1	noun
11359	आघात_2	shock_2	noun
11360	आघात_3	gust_1	noun
11361	आघात_4	blast_1	noun
11362	आघात_5	injury_5	noun
11363	आघात_6	killing_1	noun
11364	आघात_7	slaughter_1	noun
11365	आघातक_1	firingpin_1	noun
11373	आचमनी_1	rites_1	noun
11375	आचरण_1	conduct_1	noun
11376	आचरण_2	behaviour_2	noun
11377	आचरण_3	custom_2	noun
11378	आचरण_4	usage_1	noun
11381	आचरण+कर_1	behave_1	verb
11382	आचरण+कर_2	act_6	verb
11384	आचरण-पंजी_1	report_4	noun
11385	आचरण-पंजी_2	notes_1	noun
11386	आचरण-पुस्तिका_1	reportbook_1	noun
11389	आचरणीय_1	meritorious_1	adj
11390	आचरित_1	performed_1	adj
11392	आचरित_2	customary_1	adj
11393	आचरित_3	established_1	adj
11395	आचार_1	conduct_2	noun
11396	आचार_2	behaviour_3	noun
11398	आचार_3	custom_3	noun
11399	आचार_4	usage_2	noun
11400	आचार_5	tradition_1	noun
11401	आचार_6	rite_2	noun
11402	आचार_7	ceremony_1	noun
11403	आचार_8	interchange_2	noun
11405	आचारवान˚-वती_1	f_23	noun
11406	आचारविचार_1	conduct_3	noun
11410	आचार-व्यवहार_1	1_18	noun
11411	आचार-शास्त्र_1	ethics_2	noun
11412	आचार-शास्त्र˚ईय_1	ethical_1	adj
11414	आचारहीन_1	depraved_1	adj
11415	आचारिक_1	customary_2	adj
11416	आचारिक_2	traditional_1	adj
11419	आचार्य_1	founder_2	noun
11423	आचार्य_2	principal_3	noun
11428	आच्छादन_1	covering_4	noun
11429	आच्छादन_2	covering_5	noun
11430	आच्छादित_1	covered_1	adj
11431	आच्छादित_2	shaded_1	adj
11432	आच्छादित_3	protected_2	adj
11433	आच्छादित_4	concealed_4	adj
11435	आज_1	today_1	noun
11437	आज_2	now_3	noun
11438	आज+का_1	today's_1	adj
11439	आज+का_2	recent_6	adj
11440	आज+का_3	modern_2	adj
11441	आज+का_4	contemporary_4	adj
11443	आज+के+दिन_1	today_2	adv
11447	आज+दिन+को_1	today_3	adv
11450	आज-कल_1	nowadays_2	adv
11451	आज-कल_2	recently_1	adv
11456	आज-कल+कर_1	evade_2	verb
11457	आज-कल+कर_2	prevaricate_3	verb
11459	बता_1	evade_3	verb
11460	बता_2	prevaricate_4	verb
11463	आज-कल+में_1	soon_2	adv
11464	आज-कल+में_2	shortly_3	adv
11468	आज़माइश_1	test_1	noun
11469	आज़माइश_2	trial_1	noun
11470	आज़माइश_3	examination_2	noun
11471	आज़माइश_4	assay_1	noun
11472	आज़माइश+कर_1	test_2	verb
11474	आज़माइशी_1	testing_1	adj
11475	आज़माइशी_2	investigatory_1	noun
11476	आज़माइशी_3	probing_1	noun
11477	आज़माइशी_4	experimental_1	noun
11479	आज़मा_1	test_3	verb
11480	आज़मा_2	try_1	verb
11481	आज़मा_3	examine_1	verb
11483	आज़मूदा_1	tested_1	adj
11484	आज़मूदा_2	tried_1	noun
11485	आज़मूदा_3	proved_1	noun
11488	आज़ाद_1	free_3	noun
11489	आज़ाद_2	unrestrained_8	noun
11490	आज़ाद_3	independent_2	noun
11491	आज़ाद_4	liberated_1	noun
11492	आज़ाद_5	released_1	noun
11493	आज़ाद_6	carefree_3	noun
11494	आज़ाद_7	lighthearted_1	noun
11495	आज़ाद-खयाल_1	freethinking_1	adj
11498	आज़ादी_1	freedom_1	noun
11499	आज़ादी_2	independence_1	noun
11500	आज़ादी_3	release_1	noun
11501	आज़ादी_4	deliverance_1	noun
11502	आज़ादी_5	discharge_2	noun
11503	आज़ादी_6	emancipation_2	noun
11504	आज़ार_1	sickness_2	noun
11505	आज़ार_2	disease_1	noun
11506	आज़ार_3	trouble_4	noun
11507	आज़ार_4	distress_4	noun
11508	आजिज़_1	helpless_10	noun
11509	आजिज़_2	exhausted_1	noun
11510	आजिज़_3	overcome_1	noun
11512	आजिज़_4	frustrated_1	noun
11513	आजिज़_5	despairing_1	noun
11514	आजिज़_6	submissive_1	noun
11515	आजिज़_7	humble_5	noun
11521	आजिज़ी_1	humility_2	noun
11525	आजीवन_1	lifelong_1	adj
11527	आजीविका_1	livelihood_1	noun
11529	आजू-बाजू_1	about_2	noun
11530	आजू-बाजू_2	nearby_3	noun
11531	आज्ञप्प्ति_1	order_4	noun
11532	आज्ञप्प्ति_2	decree_2	noun
11533	आज्ञा_1	command_4	noun
11534	आज्ञा_2	order_5	noun
11535	आज्ञा_3	rule_4	noun
11536	आज्ञा_4	sway_2	noun
11537	आज्ञा_5	writ_2	noun
11538	आज्ञा_6	commandment_1	noun
11539	आज्ञा_7	precept_2	noun
11540	आज्ञा_8	permission_3	noun
11541	आज्ञा_9	leave_1	noun
11542	आज्ञा+कर_1	command_5	verb
11543	आज्ञा+कर_2	rule_5	verb
11546	आज्ञा+देना_1	3_3	noun
11547	आज्ञा+दे_1	dismiss_1	verb
11552	आपकी_1	as_2	adv
11554	आपकी_2	wish_4	adv
11555	जैसी_1	as_3	adv
11557	जैसी_2	wish_5	adv
11558	आज्ञाकारक_1	commanding_1	adj
11559	आज्ञाकारक_2	commander_2	adj
11560	आज्ञाकारक_3	ruler_4	adj
11563	आज्ञाकारक˚करिता˚कारी_1	obedient_2	adj
11564	आज्ञाकारक˚करिता˚कारी_2	servant_4	adj
11566	आज्ञाधीन_1	tractable_2	noun
11570	आज्ञा-पत्र_1	edict_2	noun
11571	आज्ञा-पत्र_2	pass_2	noun
11572	आज्ञा-पत्र_3	warrant_2	noun
11574	आज्ञापालक_1	obedient_3	adj
11575	आज्ञापालक_2	servant_5	adj
11577	आज्ञापालक˚पालन_1	obedience_2	noun
11578	आज्ञापालक˚पालन_2	discipline_2	noun
11580	आशा-भंग_1	disobedience_1	noun
11581	आशा-भंग_2	insubordination_1	noun
11582	आशा-भंग˚ई_1	disobedient_1	adj
11584	आज्ञार्थ_1	m_32	adj
11585	आज्ञार्थ˚अक_1	m_33	adj
11586	आज्ञासूचक_1	adj_22	adj
11587	आज्ञान_1	perception_4	noun
11588	आज्ञापक_1	commanding_2	adj
11589	आज्ञापक_2	commander_3	adj
11590	आज्ञापक_3	lord_3	adj
11591	आज्ञापक_4	master_5	adj
11592	आज्ञापित_1	ordered_1	adj
11593	आज्ञापित_2	enjoined_1	adj
11598	आटा_1	flour_1	noun
11599	आटा_2	meal_1	noun
11601	आटा+कर_1	grind_1	verb
11602	आटा+कर_2	pound_1	verb
11608	आटे+में+नमक_1	pinch_1	noun
11610	नून_1	pinch_2	noun
11615	आटे-दाल+का+भाव+मालूम+हो_1	know_1	verb
11619	आटोप_1	covering_6	noun
11620	आटोप_2	pomp_2	noun
11621	आटोप_3	show_2	noun
11622	आठ_1	eight_3	adj
11628	आठ-अठारह+होना_1	dispersed_1	noun
11630	आठ-अठारह+होना_2	perplexed_1	noun
11632	आठ-अठारह+होना_3	distressed_3	noun
11633	आड_1	f_24	noun
11635	आड़_1	covering_7	noun
11636	आड़_2	screen_3	noun
11637	आड़_3	shelter_3	noun
11638	आड़_4	protection_2	noun
11639	आड़_5	refuge_1	noun
11640	आड़_6	obstruction_4	noun
11642	आड़_7	support_4	noun
11643	आड़_8	chock_1	noun
11654	आडंबर_1	ostentation_3	noun
11655	आडंबर_2	show_3	noun
11656	आडंबर_3	pretension_1	noun
11657	आडंबर_4	arrogance_3	noun
11658	आडंबर+कर_1	make_1	verb
11660	आडंबर+करना_1	pretensions_1	noun
11663	आडंबर+बढ़ा_1	make_2	verb
11665	आडंबर+बढ़ाना_1	pretensions_2	noun
11668	आडंबरी_1	ostentatious_1	adj
11669	आडंबरी_2	pretentious_1	adj
11670	आडंबरी_3	arrogant_2	adj
11671	आड़_9	stop_6	verb
11672	आड़_10	check_5	verb
11673	आड़_11	obstruct_4	verb
11674	आड़_12	support_5	verb
11675	आड़_13	prop_2	verb
11676	आड़_14	shelter_4	verb
11677	आड़_15	forb_1	verb
11681	आड़ा_1	transverse_1	noun
11682	आड़ा_2	oblique_1	noun
11683	आड़ा_3	diagonal_1	noun
11684	आड़ा_4	crooked_2	noun
11685	आड़ा_5	horizontal_1	noun
11687	आड़ा_6	interposed_1	noun
11689	आड़ा+आड़े_1	obstruct_5	verb
11690	आड़ा+आड़े_2	hinder_5	verb
11693	आड़ा+आ_1	obstruct_6	verb
11694	आड़ा+आ_2	hinder_6	verb
11698	आड़ी+कर_1	obstruct_7	verb
11699	आड़ी+कर_2	oppose_1	verb
11700	आड़ी+कर_3	thwart_1	verb
11701	डाल_1	obstruct_8	verb
11702	डाल_2	oppose_2	verb
11703	डाल_3	thwart_2	verb
11705	आड़े+वक़्त_1	adversity_1	adv
11707	आड़े+हाथ_1	clutch_1	verb
11708	आड़े+हाथ_2	overcome_2	verb
11710	आड़े+हाथ_3	rebuke_2	verb
11712	हाथों_1	clutch_2	verb
11713	हाथों_2	overcome_3	verb
11715	हाथों_3	rebuke_3	verb
11717	ले_1	clutch_3	verb
11718	ले_2	overcome_4	verb
11720	ले_3	rebuke_4	verb
11724	आड़ा-तिरछा_1	cross_1	adj
11725	आड़ा-तिरछा_2	peevish_2	adj
11726	आड़ा-तिरछा_3	displeased_2	adj
11729	आड़ी_1	coot_1	noun
11730	आड़ी-टेढ़ी_1	obstinacy_2	noun
11731	आड़ी-टेढ़ी_2	crossness_1	noun
11732	आड़ू_1	peach_1	noun
11736	आढ़_1	dissembling_1	noun
11737	आढ़त_1	agency_3	noun
11739	आढ़त_2	warehouse_1	noun
11742	आढ़त_3	brokerage_1	noun
11743	आढ़तिया_1	broker_1	noun
11747	आढ़े_1	respected_2	noun
11750	धनाढय_1	wealthy_3	adj
11751	आणविक_1	atomic_4	adj
11752	आणविक_2	molecular_1	adj
11753	आतंक_1	apprehension_2	noun
11754	आतंक_2	fear_3	noun
11755	आतंक_3	awe_2	noun
11756	आतंक_4	terror_2	noun
11757	आतंक+दिखा_1	overawe_1	verb
11758	आतंक+दिखा_2	intimidate_1	verb
11760	आतंक+को_1	overawe_2	verb
11761	आतंक+को_2	intimidate_2	verb
11763	आतंक+जमा_1	establish_1	verb
11766	आतंक+बैठा_1	establish_2	verb
11769	आतंक+पर_1	establish_3	verb
11772	आतंकवाद_1	terrorism_1	noun
11773	आतंकवाद˚ई_1	terrorist_1	adj
11774	आतंकवाद˚ई_2	terrorist_2	adj
11775	आतंकित_1	apprehensive_1	adj
11776	आतंकित_2	fearful_1	adj
11777	आतंकित_3	awestruck_1	adj
11778	आतंकित_4	terrorstricken_1	adj
11779	आत_1	custardapple_1	noun
11781	-आत्_1	suffix_9	noun
11782	-आत्_2	eg_9	noun
11784	आततायी_1	poisoner_1	noun
11785	आततायी_2	incendiary_2	noun
11786	आततायी_3	tyrant_2	noun
11787	आततायी_4	oppressor_2	noun
11795	आतिथेय_1	host_2	adj
11796	आतिथ्य_1	hospitality_4	noun
11798	आतिथ्यकारी_1	hospitable_2	adj
11800	आतिश_1	fire_6	noun
11801	आतिश_2	flame_6	noun
11802	आतिश_3	heat_7	noun
11803	आतिश+का+परकाला_1	spark_2	noun
11804	आतिश+का+परकाला_2	flame_7	noun
11806	आतिश-ख़ाना_1	fireplace_1	noun
11808	आतिशदान_1	fireplace_2	noun
11809	आतिशदान_2	grate_2	noun
11810	आतिशदान_3	brazier_3	noun
11812	आतिशबाज़˚ई_1	firework_1	noun
11815	आतिशक_1	syphilis_1	noun
11817	आतिशी_1	fiery_2	noun
11818	आतिशी_2	heatresistant_1	noun
11823	आतुर_1	restless_8	adj
11824	आतुर_2	impatient_5	adj
11825	आतुर_3	hasty_2	adj
11826	आतुर_4	quick_2	adj
11827	आतुर_5	active_2	adj
11828	आतुरता_1	affliction_1	noun
11830	आतुरता_2	restlessness_6	noun
11831	आतुरता_3	impatience_4	noun
11837	आत्मा_1	soul_6	noun
11838	आत्मा_2	spirit_3	noun
11839	आत्मा_3	self_3	noun
11840	आत्मा_4	individual_2	noun
11841	आत्मा_5	mind_4	noun
11842	आत्मा_6	heart_4	noun
11844	आत्मा_7	body_5	noun
11850	आत्मा+में+आग+लगी+होना_1	love_3	noun
11853	आत्मकथा_1	autobiography_1	noun
